project_code,project_name,category,batch_no,publish_year,entry_type,region_raw,province,protection_unit_normalized,source_url,collected_at
I-26,江格尔,民间文学,1,2006,new,新疆维吾尔自治区和布克塞尔蒙古自治县,新疆维吾尔自治区,和布克赛尔蒙古自治县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-26,江格尔,民间文学,5,2021,extension,内蒙古自治区,内蒙古自治区,内蒙古自治区艺术研究院(内蒙古自治区非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-27,格萨(斯)尔,民间文学,1,2006,new,中国社会科学院《格萨(斯)尔》办公室,中直单位,中国社会科学院《格萨(斯)尔》办公室,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-27,格萨(斯)尔,民间文学,1,2006,new,内蒙古自治区,内蒙古自治区,内蒙古自治区少数民族古籍征集研究室,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-27,格萨(斯)尔,民间文学,1,2006,new,四川省,四川省,甘孜藏族自治州文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-27,格萨(斯)尔,民间文学,1,2006,new,云南省,云南省,迪庆藏族自治州非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-27,格萨(斯)尔,民间文学,1,2006,new,西藏自治区,西藏自治区,西藏自治区文化厅,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-27,格萨(斯)尔,民间文学,1,2006,new,甘肃省,甘肃省,西北民族大学,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-27,格萨(斯)尔,民间文学,1,2006,new,青海省,青海省,青海省文学艺术界联合会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-27,格萨(斯)尔,民间文学,1,2006,new,新疆维吾尔自治区,新疆维吾尔自治区,新疆维吾尔自治区民间文艺家协会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-27,格萨(斯)尔,民间文学,4,2014,extension,内蒙古自治区巴林右旗,内蒙古自治区,巴林右旗格斯尔文化研究发展中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-28,阿诗玛,民间文学,1,2006,new,云南省石林彝族自治县,云南省,石林彝族自治县阿诗玛文化传承与保护中心(石林彝族自治县阿诗玛文化研究所、石林彝族自治县非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-29,拉仁布与吉门索,民间文学,1,2006,new,青海省互助土族自治县,青海省,互助土族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-3,遮帕麻和遮咪麻,民间文学,1,2006,new,云南省梁河县,云南省,梁河县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-30,畲族小说歌,民间文学,1,2006,new,福建省霞浦县,福建省,霞浦县福宁文化艺术交流中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-31,青林寺谜语,民间文学,1,2006,new,湖北省宜都市,湖北省,宜都市文化馆(宜都市文艺创作室),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-31,谜语(澄海灯谜),民间文学,2,2008,extension,广东省汕头市澄海区,广东省,汕头市澄海区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-32,八达岭长城传说,民间文学,2,2008,new,北京市延庆县,北京市,北京市延庆区博物馆(北京市延庆区文物管理所),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-33,永定河传说,民间文学,2,2008,new,北京市石景山区,北京市,北京市石景山区非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-34,杨家将传说(穆桂英传说),民间文学,2,2008,new,北京市房山区,北京市,北京市房山区燕山文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-34,杨家将传说(杨家将说唱),民间文学,2,2008,new,山西省,山西省,广灵县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-34,杨家将传说(杨七郎墓传说),民间文学,4,2014,extension,天津市宁河县,天津市,天津市宁河区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-35,尧的传说,民间文学,2,2008,new,山西省绛县,山西省,绛县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-35,尧的传说,民间文学,3,2011,extension,山东省菏泽市牡丹区,山东省,菏泽市牡丹区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-36,牛郎织女传说,民间文学,2,2008,new,山西省和顺县,山西省,和顺县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-36,牛郎织女传说,民间文学,2,2008,new,山东省沂源县,山东省,沂源县文化馆(沂源县非物质文化遗产保护中心、沂源县书画院),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-36,牛郎织女传说,民间文学,3,2011,extension,陕西省西安市长安区,陕西省,西咸新区沣东新城斗门街道办事处,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-37,西湖传说,民间文学,2,2008,new,浙江省杭州市,浙江省,杭州图书馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-38,刘伯温传说,民间文学,2,2008,new,浙江省文成县,浙江省,文成县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-38,刘伯温传说,民间文学,2,2008,new,浙江省青田县,浙江省,青田县刘基研究会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-39,黄初平(黄大仙)传说,民间文学,2,2008,new,浙江省金华市,浙江省,金华黄大仙文化研究会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-4,牡帕密帕,民间文学,1,2006,new,云南省思茅市,云南省,澜沧拉祜族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-40,观音传说,民间文学,2,2008,new,浙江省舟山市,浙江省,舟山市普陀山风景名胜区管理委员会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-41,徐福东渡传说,民间文学,2,2008,new,浙江省象山县,浙江省,象山县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-41,徐福东渡传说,民间文学,2,2008,new,浙江省慈溪市,浙江省,慈溪市徐福研究会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-41,徐福传说,民间文学,3,2011,extension,江苏省赣榆县,江苏省,连云港市赣榆区金山镇文化站,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-41,徐福传说,民间文学,3,2011,extension,山东省青岛市黄岛区,山东省,青岛市黄岛区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-41,徐福传说,民间文学,3,2011,extension,山东省胶南市,山东省,青岛市黄岛区琅琊暨徐福研究会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-42,陶朱公传说,民间文学,2,2008,new,山东省定陶县,山东省,菏泽市定陶区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-43,麒麟传说,民间文学,2,2008,new,山东省嘉祥县,山东省,嘉祥县公共文化服务中心(嘉祥县图书馆、嘉祥县文化馆),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-43,麒麟传说,民间文学,2,2008,new,山东省巨野县,山东省,巨野县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-44,鲁班传说,民间文学,2,2008,new,山东省滕州市,山东省,山东省滕州市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-44,鲁班传说,民间文学,2,2008,new,山东省曲阜市,山东省,曲阜市公共文化服务中心(曲阜市文化馆、曲阜市图书馆、曲阜市非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-45,八仙传说,民间文学,2,2008,new,山东省蓬莱市,山东省,蓬莱市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-46,秃尾巴老李的传说,民间文学,2,2008,new,山东省即墨市,山东省,青岛圣龙山旅游开发有限公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-46,秃尾巴老李的传说,民间文学,2,2008,new,山东省诸城市,山东省,诸城市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-46,秃尾巴老李的传说,民间文学,2,2008,new,山东省文登市,山东省,威海市文登区文化馆(威海市文登区非物质文化遗产保护中心、威海市文登区美术馆),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-46,秃尾巴老李的传说,民间文学,2,2008,new,山东省莒县,山东省,莒县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-47,屈原传说,民间文学,2,2008,new,湖北省秭归县,湖北省,秭归县文化馆(县非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-48,王昭君传说,民间文学,2,2008,new,湖北省兴山县,湖北省,兴山县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-49,炎帝神农传说,民间文学,2,2008,new,湖北省随州市,湖北省,随县文化馆(随县非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-49,炎帝神农传说,民间文学,2,2008,new,湖北省神农架林区,湖北省,神农架林区群众艺术馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-5,刻道,民间文学,1,2006,new,贵州省施秉县,贵州省,施秉县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-50,木兰传说,民间文学,2,2008,new,河南省虞城县,河南省,虞城县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-50,木兰传说,民间文学,2,2008,new,湖北省武汉市黄陂区,湖北省,武汉市黄陂区文化馆(武汉市黄陂区非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-50,木兰传说,民间文学,3,2011,extension,陕西省延安市宝塔区,陕西省,延安市宝塔区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-51,巴拉根仓的故事,民间文学,2,2008,new,内蒙古自治区通辽市,内蒙古自治区,通辽市群众艺术馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-52,北票民间故事,民间文学,2,2008,new,辽宁省北票市,辽宁省,北票市文旅体育事务服务中心(北票市博物馆、北票市文物考古研究所、北票市尹湛纳希纪念馆),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-53,满族民间故事,民间文学,2,2008,new,辽宁省文学艺术界联合会民间文艺家协会,辽宁省,辽宁省文化遗产保护中心(辽宁省非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-54,徐文长故事,民间文学,2,2008,new,浙江省绍兴市,浙江省,绍兴市文化馆、绍兴市非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-55,崂山民间故事,民间文学,2,2008,new,山东省青岛市崂山区,山东省,青岛市崂山区文化旅游产业协会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-56,都镇湾故事,民间文学,2,2008,new,湖北省长阳土家族自治县,湖北省,长阳土家族自治县民族民间传统文化保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-57,盘古神话,民间文学,2,2008,new,河南省桐柏县,河南省,桐柏县人民文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-57,盘古神话,民间文学,2,2008,new,河南省泌阳县,河南省,泌阳县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-58,邵原神话群,民间文学,2,2008,new,河南省济源市,河南省,济源市邵原镇女娲文化研究基地,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-59,嘎达梅林,民间文学,2,2008,new,内蒙古自治区科尔沁左翼中旗,内蒙古自治区,科尔沁左翼中旗文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-6,白蛇传传说,民间文学,1,2006,new,江苏省镇江市,江苏省,镇江市非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-6,白蛇传传说,民间文学,1,2006,new,浙江省杭州市,浙江省,杭州市文化馆(杭州市非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-60,科尔沁潮尔史诗,民间文学,2,2008,new,内蒙古自治区,内蒙古自治区,内蒙古师范大学,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-61,仰阿莎,民间文学,2,2008,new,贵州省黔东南苗族侗族自治州,贵州省,黔东南苗族侗族自治州文化研究所,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-62,布依族盘歌,民间文学,2,2008,new,贵州省盘县,贵州省,盘州市非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-63,梅葛,民间文学,2,2008,new,云南省楚雄彝族自治州,云南省,楚雄彝族自治州非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-64,查姆,民间文学,2,2008,new,云南省双柏县,云南省,双柏县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-65,达古达楞格莱标,民间文学,2,2008,new,云南省德宏傣族景颇族自治州,云南省,德宏州文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-66,哈尼哈吧,民间文学,2,2008,new,云南省元阳县,云南省,元阳县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-67,召树屯与喃木诺娜,民间文学,2,2008,new,云南省西双版纳傣族自治州,云南省,西双版纳傣族自治州文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-68,米拉尕黑,民间文学,2,2008,new,甘肃省东乡族自治县,甘肃省,东乡族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-69,康巴拉伊,民间文学,2,2008,new,青海省治多县,青海省,治多县民族语文工作中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-7,梁祝传说,民间文学,1,2006,new,江苏省宜兴市,江苏省,宜兴市华夏梁祝文化研究会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-7,梁祝传说,民间文学,1,2006,new,浙江省杭州市,浙江省,杭州市文化馆(杭州市非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-7,梁祝传说,民间文学,1,2006,new,浙江省宁波市,浙江省,宁波梁祝文化园管理有限公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-7,梁祝传说,民间文学,1,2006,new,浙江省上虞市,浙江省,绍兴市上虞区文化馆(区非物质遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-7,梁祝传说,民间文学,1,2006,new,山东省济宁市,山东省,济宁市梁祝文化研究会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-7,梁祝传说,民间文学,1,2006,new,河南省汝南县,河南省,汝南县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-70,汗青格勒,民间文学,2,2008,new,青海省海西蒙古族藏族自治州,青海省,海西州文化馆(海西州非物质文化遗产传承保护中心、 海西州民族文化体育活动中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-71,维吾尔族达斯坦,民间文学,2,2008,new,新疆维吾尔自治区,新疆维吾尔自治区,新疆维吾尔自治区民间文艺家协会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-72,哈萨克族达斯坦,民间文学,2,2008,new,新疆维吾尔自治区文学艺术界联合会民间文艺家协会,新疆维吾尔自治区,新疆维吾尔自治区民间文艺家协会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-72,哈萨克族达斯坦,民间文学,2,2008,new,新疆维吾尔自治区沙湾县,新疆维吾尔自治区,沙湾县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-72,哈萨克族达斯坦,民间文学,2,2008,new,新疆维吾尔自治区福海县,新疆维吾尔自治区,福海县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-73,珠郎娘美,民间文学,2,2008,new,贵州省榕江县,贵州省,榕江县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-73,珠郎娘美,民间文学,2,2008,new,贵州省从江县,贵州省,从江县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-74,司岗里,民间文学,2,2008,new,云南省沧源佤族自治县,云南省,沧源佤族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-74,司岗里,民间文学,3,2011,extension,云南省西盟佤族自治县,云南省,西盟佤族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-75,彝族克智,民间文学,2,2008,new,四川省美姑县,四川省,美姑县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-76,苗族贾理,民间文学,2,2008,new,贵州省黔东南苗族侗族自治州,贵州省,黔东南苗族侗族自治州文化研究所,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-77,藏族婚宴十八说,民间文学,2,2008,new,青海省,青海省,青海省文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-78,童谣(北京童谣),民间文学,2,2008,new,北京市宣武区,北京市,北京市宣武师范学校附属第一小学,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-78,童谣(闽南童谣),民间文学,2,2008,new,福建省厦门市,福建省,厦门市集美区灌口小学(福建省厦门实验小学集美分校),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-78,童谣(绍兴童谣),民间文学,4,2014,extension,浙江省绍兴市,浙江省,绍兴市文化馆、绍兴市非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-78,童谣(纳西族童谣),民间文学,5,2021,extension,云南省丽江市古城区,云南省,古城区非物质文化遗产保护管理中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-79,桐城歌,民间文学,2,2008,new,安徽省桐城市,安徽省,桐城市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-8,孟姜女传说,民间文学,1,2006,new,山东省淄博市,山东省,淄博市淄川区公共文化服务中心(加挂淄川区文化馆、淄川区美术馆牌子),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-8,孟姜女传说,民间文学,2,2008,extension,河北省秦皇岛市,河北省,秦皇岛市山海关区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-8,孟姜女传说,民间文学,2,2008,extension,湖南省津市市,湖南省,津市市文化馆(津市市美术馆),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-8,孟姜女传说,民间文学,3,2011,extension,山东省莒县,山东省,莒县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-8,孟姜女传说,民间文学,4,2014,extension,山东省莱芜市莱城区,山东省,济南市文化馆(济南市非物质文化遗产保护中心、济南市艺术创作研究院),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00
I-80,土家族梯玛歌,民间文学,2,2008,new,湖南省龙山县,湖南省,龙山县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-81,雷州歌,民间文学,2,2008,new,广东省雷州市,广东省,雷州市雷歌研究会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-82,壮族嘹歌,民间文学,2,2008,new,广西壮族自治区平果县,广西壮族自治区,平果市文化体育推广中心(平果市民俗文化传承展示中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-83,柯尔克孜约隆,民间文学,2,2008,new,新疆师范大学,新疆维吾尔自治区,新疆师范大学,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-83,柯尔克孜约隆,民间文学,2,2008,new,新疆维吾尔自治区阿克陶县,新疆维吾尔自治区,新疆阿克陶县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-84,笑话(万荣笑话),民间文学,2,2008,new,山西省万荣县,山西省,万荣县笑话发展协会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-85,天坛传说,民间文学,3,2011,new,北京市东城区,北京市,北京市天坛公园管理处,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-86,曹雪芹传说,民间文学,3,2011,new,北京市海淀区,北京市,北京市植物园,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-87,契丹始祖传说,民间文学,3,2011,new,河北省平泉县,河北省,平泉市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-88,赵氏孤儿传说,民间文学,3,2011,new,山西省盂县,山西省,盂县人民文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-89,白马拖缰传说,民间文学,3,2011,new,山西省晋城市城区,山西省,晋城市城区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-9,董永传说,民间文学,1,2006,new,山西省万荣县,山西省,万荣县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
