subitem_id,project_code,project_code_raw,project_code_normalized,project_num,project_name,category,batch_no,publish_year,entry_type,region_raw,province,province_map_name,city_code,county_code,applicant_region_or_unit,protection_unit_raw,protection_unit_normalized,source_url,collected_at,raw_record_id,manual_review_status
subitem_12851,III-4,III-4,III-4,III-004_03_320482,龙舞(直溪巨龙),传统舞蹈,3,2011,extension,江苏省金坛市,江苏省,江苏省,320400,320482,"江苏省金坛市 <br /> <br /> 巨龙是直溪镇巨村一带流传的一种“龙舞”,它发源于巨村,又因龙身特长而巨大,故称为“巨龙”",常州市金坛区文化馆,常州市金坛区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12851,
subitem_12852,III-4,III-4,III-4,III-004_03_330329,龙舞(碇步龙),传统舞蹈,3,2011,extension,浙江省泰顺县,浙江省,浙江省,330300,330329,浙江省泰顺县 <br /> <br /> 碇步龙是流传于泰顺县仕阳镇的一种风格独具的“龙舞”,泰顺县非物质文化遗产保护中心（泰顺县廊桥申遗和保护研究中心）,泰顺县非物质文化遗产保护中心(泰顺县廊桥申遗和保护研究中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12852,
subitem_12853,III-4,III-4,III-4,III-004_03_330824,龙舞(开化香火草龙),传统舞蹈,3,2011,extension,浙江省开化县,浙江省,浙江省,330800,330824,"浙江省开化县 <br /> <br /> 舞香火草龙是开化县18个乡镇中秋节期间的一种民间习俗,尤以苏庄镇富户村的香火草龙最为精彩",开化县非物质文化遗产保护中心,开化县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12853,
subitem_12854,III-4,III-4,III-4,III-004_03_331021,龙舞(坎门花龙),传统舞蹈,3,2011,extension,浙江省玉环县,浙江省,浙江省,331000,331021,"浙江省玉环县 <br /> <br /> 坎门花龙是流传于玉环县坎门渔乡的一种“龙舞”,俗称“滚龙”或“挵龙”(闽南话)",玉环市坎门花龙活动中心,玉环市坎门花龙活动中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12854,
subitem_12855,III-4,III-4,III-4,III-004_03_371300,龙舞(龙灯扛阁),传统舞蹈,3,2011,extension,山东省临沂市,山东省,山东省,371300,,"山东省临沂市 <br /> <br /> 龙灯扛阁流传在临沂市河东区九曲街道三官庙村,至今已有一百七十多年的历史,是一种龙舞和扛阁结合在一起表演的广场舞蹈",临沂市河东区文化艺术馆（区画院、区柳琴剧团）,临沂市河东区文化艺术馆(区画院、区柳琴剧团),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12855,
subitem_12856,III-4,III-4,III-4,III-004_03_410883,龙舞(火龙舞),传统舞蹈,3,2011,extension,河南省孟州市,河南省,河南省,410800,410883,"河南省孟州市 <br /> <br /> “火龙舞”又叫“五色火龙舞”,流传在河南省孟州市龙台村",孟州市文化馆（孟州市非物质文化遗产保护中心）,孟州市文化馆(孟州市非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12856,
subitem_12857,III-4,III-4,III-4,III-004_03_420923,龙舞(三节龙),传统舞蹈,3,2011,extension,湖北省云梦县,湖北省,湖北省,420900,420923,"湖北省云梦县 <br /> <br /> 三节龙流传于云梦县伍洛镇一带,因其舞动的龙由龙头、龙身、龙尾三节组成,并与几十名击鼓者同舞而得名",云梦县文化馆,云梦县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12857,
subitem_12858,III-4,III-4,III-4,III-004_03_422827,龙舞(地龙灯),传统舞蹈,3,2011,extension,湖北省来凤县,湖北省,湖北省,422800,422827,"湖北省来凤县 <br /> <br /> 地龙灯流传于武陵山腹地来凤县的大岩板、板沙界两个相邻的土家山寨,当地称为“巴地梭”,是土家族一种独特的民间灯舞",来凤县文化旅游事业发展中心,来凤县文化旅游事业发展中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12858,
subitem_12860,III-4,III-4,III-4,III-004_03_431228,龙舞(芷江孽龙),传统舞蹈,3,2011,extension,湖南省芷江侗族自治县,湖南省,湖南省,431200,431228,"湖南省芷江侗族自治县 <br /> <br /> 湖南省芷江侗族自治县土桥乡富家团村流传的民间传统舞蹈“孽龙”(又称“劣龙”或“蛇龙”),是由二人表演的龙舞",芷江侗族自治县文化遗产保护中心,芷江侗族自治县文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12860,
subitem_12859,III-4,III-4,III-4,III-004_03_430529,龙舞(城步吊龙),传统舞蹈,3,2011,extension,湖南省城步苗族自治县,湖南省,湖南省,430500,430529,"湖南省城步苗族自治县 <br /> <br /> 流传于湖南省城步县丹口镇下团村的吊龙是一种道具制作和表演方法独特的龙舞:先用数根长、短竹片扁担和红绳分别制成“小吊”、“中吊”,再将小吊挂在中吊上,将篾扎布裱的龙节吊在小吊上,然后再用一根横起的长扁担和高2米的竹竿制成“大提”将其吊起,共制成六组",城步苗族自治县文化馆,城步苗族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12859,
subitem_12861,III-4,III-4,III-4,III-004_03_440282,龙舞(香火龙),传统舞蹈,3,2011,extension,广东省南雄市,广东省,广东省,440200,440282,"广东省南雄市 <br /> <br /> 广东省南雄市的香火龙源于百顺镇白竹片村,流传于百顺镇一带",南雄市非物质文化遗产传承保护中心,南雄市非物质文化遗产传承保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12861,
subitem_12862,III-4,III-4,III-4,III-004_03_442000,龙舞(六坊云龙舞),传统舞蹈,3,2011,extension,广东省中山市,广东省,广东省,442000,,"广东省中山市 <br /> <br /> 六坊云龙舞是流传于广东省中山市古镇镇六坊村等村落的一种从春节“游神”传统习俗发展起来的龙舞,传承至今已有三百多年历史",中山市古镇镇宣传文化服务中心（中山市古镇镇档案馆）,中山市古镇镇宣传文化服务中心(中山市古镇镇档案馆),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12862,
subitem_12863,III-4,III-4,III-4,III-004_04_330326,龙舞(鳌江划大龙),传统舞蹈,4,2014,extension,浙江省平阳县,浙江省,浙江省,330300,330326,浙江省平阳县,平阳县鳌江大龙文化研究会,平阳县鳌江大龙文化研究会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12863,
subitem_12864,III-4,III-4,III-4,III-004_04_341824,龙舞(手龙舞),传统舞蹈,4,2014,extension,安徽省绩溪县,安徽省,安徽省,341800,341824,安徽省绩溪县,绩溪县文化馆,绩溪县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12864,
subitem_12865,III-4,III-4,III-4,III-004_04_429005,龙舞(潜江草把龙),传统舞蹈,4,2014,extension,湖北省潜江市,湖北省,湖北省,429005,,湖北省潜江市,潜江市非物质文化遗产保护中心,潜江市非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12865,
subitem_23654,III-4,III-4,III-4,III-004_10_341022,龙舞(徽州板凳龙),传统舞蹈,5,2021,extension,安徽省黄山市休宁县,安徽省,安徽省,341000,341022,安徽省黄山市休宁县,休宁县文化馆（休宁县美术馆）,休宁县文化馆(休宁县美术馆),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,23654,
subitem_23655,III-4,III-4,III-4,III-004_10_420205,龙舞(王贵武龙灯),传统舞蹈,5,2021,extension,湖北省黄石市铁山区,湖北省,湖北省,420200,420205,湖北省黄石市铁山区,黄石市开发区·铁山区文化馆,黄石市开发区·铁山区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,23655,
subitem_23656,III-4,III-4,III-4,III-004_10_430821,龙舞(板板龙灯),传统舞蹈,5,2021,extension,湖南省张家界市慈利县,湖南省,湖南省,430800,430821,湖南省张家界市慈利县,慈利县非物质文化遗产保护中心,慈利县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,23656,
subitem_23657,III-4,III-4,III-4,III-004_10_511700,龙舞(安仁板凳龙),传统舞蹈,5,2021,extension,四川省达州市,四川省,四川省,511700,,四川省达州市,达州市达川区文化馆,达州市达川区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,23657,
subitem_12866,III-5,III-5,III-5,III-005_01_130625,狮舞(徐水舞狮),传统舞蹈,1,2006,new,河北省徐水县,河北省,河北省,130600,130625,"河北省徐水县 <br /> <br /> 狮舞,又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,多在年节和喜庆活动中表演",保定市徐水区文化馆,保定市徐水区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12866,
subitem_12867,III-5,III-5,III-5,III-005_01_141023,狮舞(天塔狮舞),传统舞蹈,1,2006,new,山西省襄汾县,山西省,山西省,141000,141023,"山西省襄汾县 <br /> <br /> 狮舞,又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,多在年节和喜庆活动中表演",襄汾县文化馆（襄汾县旅游服务中心、襄汾县美术馆）,襄汾县文化馆(襄汾县旅游服务中心、襄汾县美术馆),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12867,
subitem_12868,III-5,III-5,III-5,III-005_01_331082,狮舞(黄沙狮子),传统舞蹈,1,2006,new,浙江省临海市,浙江省,浙江省,331000,331082,"浙江省临海市 <br /> <br /> 狮舞,又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,多在年节和喜庆活动中表演",临海市黄沙狮子传习所,临海市黄沙狮子传习所,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12868,
subitem_12870,III-5,III-5,III-5,III-005_01_440600,狮舞(广东醒狮),传统舞蹈,1,2006,new,广东省佛山市,广东省,广东省,440600,,"广东省佛山市 <br /> <br /> 狮舞,又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,多在年节和喜庆活动中表演",佛山市南海区博物馆,佛山市南海区博物馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12870,
subitem_12871,III-5,III-5,III-5,III-005_01_440823,狮舞(广东醒狮),传统舞蹈,1,2006,new,广东省遂溪县,广东省,广东省,440800,440823,"广东省遂溪县 <br /> <br /> 狮舞,又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,多在年节和喜庆活动中表演",遂溪县文化馆,遂溪县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12871,
subitem_12869,III-5,III-5,III-5,III-005_01_440100,狮舞(广东醒狮),传统舞蹈,1,2006,new,广东省广州市,广东省,广东省,440100,,"广东省广州市 <br /> <br /> 狮舞,又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,多在年节和喜庆活动中表演",广州市番禺区沙湾文化传播有限责任公司,广州市番禺区沙湾文化传播有限责任公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12869,
subitem_12872,III-5,III-5,III-5,III-005_02_110000,狮舞(白纸坊太狮),传统舞蹈,2,2008,extension,北京市,北京市,北京市,,,"北京市 <br /> <br /> 狮舞又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,是中国传统百戏杂耍的重要组成部分",北京印钞有限公司,北京印钞有限公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12872,
subitem_12873,III-5,III-5,III-5,III-005_02_130921,狮舞(沧县狮舞),传统舞蹈,2,2008,extension,河北省沧县,河北省,河北省,130900,130921,"河北省沧县 <br /> <br /> 狮舞又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,是中国传统百戏杂耍的重要组成部分",沧州刘吉舞狮大世界有限责任公司,沧州刘吉舞狮大世界有限责任公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12873,
subitem_12874,III-5,III-5,III-5,III-005_02_360981,狮舞(丰城岳家狮),传统舞蹈,2,2008,extension,江西省丰城市,江西省,江西省,360900,360981,"江西省丰城市 <br /> <br /> 狮舞又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,是中国传统百戏杂耍的重要组成部分",丰城剑威学校,丰城剑威学校,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12874,
subitem_12875,III-5,III-5,III-5,III-005_02_410181,狮舞(小相狮舞),传统舞蹈,2,2008,extension,河南省巩义市,河南省,河南省,410100,410181,"河南省巩义市 <br /> <br /> 狮舞又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,是中国传统百戏杂耍的重要组成部分",巩义市文化和体育事业发展中心（巩义市体育馆、巩义市人民文化馆、巩义市图书馆）,巩义市文化和体育事业发展中心(巩义市体育馆、巩义市人民文化馆、巩义市图书馆),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12875,
subitem_12876,III-5,III-5,III-5,III-005_02_411624,狮舞(槐店文狮子),传统舞蹈,2,2008,extension,河南省沈丘县,河南省,河南省,411600,411624,"河南省沈丘县 <br /> <br /> 狮舞又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,是中国传统百戏杂耍的重要组成部分",沈丘县回族文狮子文化协会,沈丘县回族文狮子文化协会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12876,
subitem_12877,III-5,III-5,III-5,III-005_02_441400,狮舞(席狮舞),传统舞蹈,2,2008,extension,广东省梅州市,广东省,广东省,441400,,"广东省梅州市 <br /> <br /> 狮舞又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,是中国传统百戏杂耍的重要组成部分",梅州市梅江区文化馆,梅州市梅江区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12877,
subitem_12878,III-5,III-5,III-5,III-005_02_522301,狮舞(布依族高台狮灯舞),传统舞蹈,2,2008,extension,贵州省兴义市,贵州省,贵州省,522300,522301,"贵州省兴义市 <br /> <br /> 狮舞又称“狮子舞”、“狮灯”、“舞狮”、“舞狮子”,是中国传统百戏杂耍的重要组成部分",兴义市文化馆,兴义市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12878,
subitem_12879,III-5,III-5,III-5,III-005_03_310112,狮舞(马桥手狮舞),传统舞蹈,3,2011,extension,上海市闵行区,上海市,上海市,310100,310112,"上海市闵行区 <br /> <br /> 马桥“手狮舞”又叫“手带狮舞”,俗称“调狮子”、“狮子灯”,主要流传于马桥镇一带",上海市闵行区马桥镇文化体育事业发展中心,上海市闵行区马桥镇文化体育事业发展中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12879,
subitem_12880,III-5,III-5,III-5,III-005_03_360722,狮舞(古陂蓆狮、犁狮),传统舞蹈,3,2011,extension,江西省信丰县,江西省,江西省,360700,360722,江西省信丰县 <br /> <br /> 蓆狮、犁狮是信丰县古陂镇流传的不同风格的两种狮舞,信丰县文化馆,信丰县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12880,
subitem_12882,III-5,III-5,III-5,III-005_03_445200,狮舞(青狮),传统舞蹈,3,2011,extension,广东省揭阳市,广东省,广东省,445200,,"广东省揭阳市 <br /> <br /> “青狮”俗称“青狮白目眉”,也称“开口狮”,是潮汕地区独有的深具地方特色的传统狮舞",揭阳市孙淑强狮艺武术馆,揭阳市孙淑强狮艺武术馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12882,
subitem_12881,III-5,III-5,III-5,III-005_03_440300,狮舞(松岗七星狮舞),传统舞蹈,3,2011,extension,广东省深圳市,广东省,广东省,440300,,广东省深圳市 <br /> <br /> 松岗七星狮舞是分布于深圳市宝安区松岗街道及相邻地区的一种传统舞蹈,深圳市宝安区松岗街道党建服务中心（深圳市宝安区松岗街道人才人事服务中心、深圳市宝安区松岗街道离退休干部活动中心、深圳市宝安区松岗街道社区教育中心、深圳市宝安区松岗街道文化体育中心、深圳市宝安区松岗街道劳动保障服务中心）,深圳市宝安区松岗街道党建服务中心(深圳市宝安区松岗街道人才人事服务中心、深圳市宝安区松岗街道离退休干部活动中心、深圳市宝安区松岗街道社区教育中心、深圳市宝安区松岗街道文化体育中心、深圳市宝安区松岗街道劳动保障服务中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12881,
subitem_12883,III-5,III-5,III-5,III-005_03_450422,狮舞(藤县狮舞),传统舞蹈,3,2011,extension,广西壮族自治区藤县,广西壮族自治区,广西壮族自治区,450400,450422,广西壮族自治区藤县 <br /> <br /> 藤县狮舞普遍流传于广西壮族自治区的藤县,藤县文化馆,藤县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12883,
subitem_12884,III-5,III-5,III-5,III-005_03_451021,狮舞(田阳壮族狮舞),传统舞蹈,3,2011,extension,广西壮族自治区田阳县,广西壮族自治区,广西壮族自治区,451000,451021,广西壮族自治区田阳县 <br /> <br /> 田阳县流传的壮族狮舞有地面狮舞和高空狮舞两种表演形式,田阳县文化馆,田阳县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12884,
subitem_12885,III-5,III-5,III-5,III-005_03_500243,狮舞(高台狮舞),传统舞蹈,3,2011,extension,重庆市彭水苗族土家族自治县,重庆市,重庆市,500100,500243,"重庆市彭水苗族土家族自治县 <br /> <br /> 高台狮舞是重庆彭水民间独具特色的传统舞蹈,已有约一百五十年历史,在当地民众中颇有影响",彭水苗族土家族自治县文化馆,彭水苗族土家族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12885,
subitem_12886,III-5,III-5,III-5,III-005_04_361022,狮舞(黎川舞白狮),传统舞蹈,4,2014,extension,江西省黎川县,江西省,江西省,361000,361022,江西省黎川县,黎川县文化馆,黎川县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12886,
subitem_23658,III-5,III-5,III-5,III-005_10_440306,狮舞(上川黄连胜醒狮舞),传统舞蹈,5,2021,extension,广东省深圳市宝安区,广东省,广东省,440300,440306,广东省深圳市宝安区,深圳市新安上合股份合作公司,深圳市新安上合股份合作公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,23658,
subitem_23659,III-5,III-5,III-5,III-005_10_441882,狮舞(瑶族布袋木狮舞),传统舞蹈,5,2021,extension,广东省清远市连州市,广东省,广东省,441800,441882,广东省清远市连州市,连州市文化馆,连州市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,23659,
subitem_12887,III-6,III-6,III-6,III-006_01_340300,花鼓灯(蚌埠花鼓灯),传统舞蹈,1,2006,new,安徽省蚌埠市,安徽省,安徽省,340300,,安徽省蚌埠市 <br /> <br /> 花鼓灯是汉民族中集舞蹈、灯歌和锣鼓音乐、情节性的双(三)人舞和情绪性集体舞完美结合于一体的民间舞种,安徽省花鼓灯歌舞剧院有限责任公司,安徽省花鼓灯歌舞剧院有限责任公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12887,
subitem_12888,III-6,III-6,III-6,III-006_01_340421,花鼓灯(凤台花鼓灯),传统舞蹈,1,2006,new,安徽省凤台县,安徽省,安徽省,340400,340421,安徽省凤台县 <br /> <br /> 花鼓灯是汉民族中集舞蹈、灯歌和锣鼓音乐、情节性的双(三)人舞和情绪性集体舞完美结合于一体的民间舞种,安徽省凤台县文化馆,安徽省凤台县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12888,
subitem_12889,III-6,III-6,III-6,III-006_01_341226,花鼓灯(颍上花鼓灯),传统舞蹈,1,2006,new,安徽省颍上县,安徽省,安徽省,341200,341226,安徽省颍上县 <br /> <br /> 花鼓灯是汉民族中集舞蹈、灯歌和锣鼓音乐、情节性的双(三)人舞和情绪性集体舞完美结合于一体的民间舞种,颍上县花鼓灯艺术团有限公司,颍上县花鼓灯艺术团有限公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12889,
subitem_12890,III-7,III-7,III-7,III-007_01_361023,傩舞(南丰跳傩),传统舞蹈,1,2006,new,江西省南丰县,江西省,江西省,361000,361023,"江西省南丰县 <br /> <br /> 傩舞是广泛流传于各地的一种具有驱鬼逐疫、祭祀功能的民间舞,是傩仪中的舞蹈部分,一般在大年初一到正月十六期间表演",南丰跳傩研究保护中心,南丰跳傩研究保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12890,
subitem_12892,III-7,III-7,III-7,III-007_01_361130,傩舞(婺源傩舞),传统舞蹈,1,2006,new,江西省婺源县,江西省,江西省,361100,361130,"江西省婺源县 <br /> <br /> 傩舞是广泛流传于各地的一种具有驱鬼逐疫、祭祀功能的民间舞,是傩仪中的舞蹈部分,一般在大年初一到正月十六期间表演",婺源县徽剧传习所,婺源县徽剧传习所,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12892,
subitem_12891,III-7,III-7,III-7,III-007_01_361025,傩舞(乐安傩舞 ),传统舞蹈,1,2006,new,江西省乐安县,江西省,江西省,361000,361025,"江西省乐安县 <br /> <br /> 傩舞是广泛流传于各地的一种具有驱鬼逐疫、祭祀功能的民间舞,是傩仪中的舞蹈部分,一般在大年初一到正月十六期间表演",江西省乐安县文化馆,江西省乐安县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12891,
subitem_12893,III-7,III-7,III-7,III-007_02_140725,傩舞(寿阳爱社),传统舞蹈,2,2008,extension,山西省寿阳县,山西省,山西省,140700,140725,"山西省寿阳县 <br /> <br /> 傩舞是传统社会具有祭祀礼仪性质的原始舞蹈,历史悠久",寿阳县人民文化馆,寿阳县人民文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12893,
subitem_12894,III-7,III-7,III-7,III-007_02_341024,傩舞(祁门傩舞),传统舞蹈,2,2008,extension,安徽省祁门县,安徽省,安徽省,341000,341024,"安徽省祁门县 <br /> <br /> 傩舞是传统社会具有祭祀礼仪性质的原始舞蹈,历史悠久",祁门县芦溪乡为民服务中心,祁门县芦溪乡为民服务中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12894,
subitem_12895,III-7,III-7,III-7,III-007_02_350781,傩舞(邵武傩舞),传统舞蹈,2,2008,extension,福建省邵武市,福建省,福建省,350700,350781,"福建省邵武市 <br /> <br /> 傩舞是传统社会具有祭祀礼仪性质的原始舞蹈,历史悠久",邵武市文化馆,邵武市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12895,
subitem_12896,III-7,III-7,III-7,III-007_02_440811,傩舞(湛江傩舞),传统舞蹈,2,2008,extension,广东省湛江市麻章区,广东省,广东省,440800,440811,"广东省湛江市麻章区 <br /> <br /> 傩舞是传统社会具有祭祀礼仪性质的原始舞蹈,历史悠久",湛江市麻章区文化综合服务中心,湛江市麻章区文化综合服务中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12896,
subitem_12897,III-7,III-7,III-7,III-007_02_621222,傩舞(文县池哥昼),传统舞蹈,2,2008,extension,甘肃省文县,甘肃省,甘肃省,621200,621222,"甘肃省文县 <br /> <br /> 傩舞是传统社会具有祭祀礼仪性质的原始舞蹈,历史悠久",文县非物质文化遗产保护中心,文县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12897,
subitem_12898,III-7,III-7,III-7,III-007_02_622923,傩舞(永靖七月跳会),传统舞蹈,2,2008,extension,甘肃省永靖县,甘肃省,甘肃省,622900,622923,"甘肃省永靖县 <br /> <br /> 傩舞是传统社会具有祭祀礼仪性质的原始舞蹈,历史悠久",永靖县文化馆,永靖县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12898,
subitem_12899,III-7,III-7,III-7,III-007_03_350600,傩舞(浦南古傩),传统舞蹈,3,2011,extension,福建省漳州市,福建省,福建省,350600,,"福建省漳州市 <br /> <br /> 福建省漳州市浦南镇流传的“浦南古傩”又称“大神尪”,是一种古老的傩舞形式",漳州市芗城区浦南镇便民服务中心,漳州市芗城区浦南镇便民服务中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=3&limit=100&p=1,2026-08-06T10:33:12+00:00,12899,
subitem_13133,IV-1,IV-1,IV-1,IV-001_01_110000,昆曲,传统戏剧,1,2006,new,北京市,北京市,北京市,,,"北京市 <br /> <br /> 昆曲又称昆腔、昆山腔、昆剧,是元末明初南戏发展到昆山一带,与当地的音乐、歌舞、语言结合而生成的一个新的声腔剧种",北方昆曲剧院,北方昆曲剧院,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=1,2026-08-06T10:33:14+00:00,13133,
