subitem_id,project_code,project_code_raw,project_code_normalized,project_num,project_name,category,batch_no,publish_year,entry_type,region_raw,province,province_map_name,city_code,county_code,applicant_region_or_unit,protection_unit_raw,protection_unit_normalized,source_url,collected_at,raw_record_id,manual_review_status
subitem_13504,IV-112,IV-112,IV-112,IV-112_03_430102,花鼓戏(长沙花鼓戏),传统戏剧,3,2011,extension,湖南省花鼓戏剧院,湖南省,湖南省,430100,430102,"湖南省花鼓戏剧院 <br /> <br /> 长沙花鼓戏形成于清代,流行于湘中、湘东和洞庭湖滨",湖南省花鼓戏保护传承中心,湖南省花鼓戏保护传承中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13504,
subitem_13507,IV-112,IV-112,IV-112,IV-112_04_411522,花鼓戏(光山花鼓戏),传统戏剧,4,2014,extension,河南省光山县,河南省,河南省,411500,411522,河南省光山县,光山县非物质文化遗产保护中心,光山县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13507,
subitem_13508,IV-113,IV-113,IV-113,IV-113_02_341600,二夹弦,传统戏剧,2,2008,new,安徽省亳州市,安徽省,安徽省,341600,,"安徽省亳州市 <br /> <br /> 二夹弦又名“两夹弦”,是一个历史悠久的地方戏曲剧种,广泛流行于苏、鲁、豫、皖四省,因主要伴奏乐器四胡的四根弦分别夹着弓上所系的两股马尾演奏而得名,至今已有三百多年的历史",亳州市演艺有限公司,亳州市演艺有限公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13508,
subitem_13509,IV-113,IV-113,IV-113,IV-113_02_371727,二夹弦,传统戏剧,2,2008,new,山东省定陶县,山东省,山东省,371700,371727,"山东省定陶县 <br /> <br /> 二夹弦又名“两夹弦”,是一个历史悠久的地方戏曲剧种,广泛流行于苏、鲁、豫、皖四省,因主要伴奏乐器四胡的四根弦分别夹着弓上所系的两股马尾演奏而得名,至今已有三百多年的历史",菏泽市定陶区两夹弦非遗保护传承中心,菏泽市定陶区两夹弦非遗保护传承中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13509,
subitem_13510,IV-113,IV-113,IV-113,IV-113_02_410200,二夹弦,传统戏剧,2,2008,new,河南省开封市,河南省,河南省,410200,,"河南省开封市 <br /> <br /> 二夹弦又名“两夹弦”,是一个历史悠久的地方戏曲剧种,广泛流行于苏、鲁、豫、皖四省,因主要伴奏乐器四胡的四根弦分别夹着弓上所系的两股马尾演奏而得名,至今已有三百多年的历史",开封市田爱云二夹弦剧团,开封市田爱云二夹弦剧团,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13510,
subitem_13511,IV-113,IV-113,IV-113,IV-113_02_410526,二夹弦,传统戏剧,2,2008,new,河南省滑县,河南省,河南省,410500,410526,"河南省滑县 <br /> <br /> 二夹弦又名“两夹弦”,是一个历史悠久的地方戏曲剧种,广泛流行于苏、鲁、豫、皖四省,因主要伴奏乐器四胡的四根弦分别夹着弓上所系的两股马尾演奏而得名,至今已有三百多年的历史",滑县二夹弦剧团,滑县二夹弦剧团,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13511,
subitem_13512,IV-114,IV-114,IV-114,IV-114_02_350500,打城戏,传统戏剧,2,2008,new,福建省泉州市,福建省,福建省,350500,,"福建省泉州市 <br /> <br /> 打城戏又名“法事戏”、“和尚戏”、“道士戏”,是清代中叶在僧道法事仪式基础上发展起来的一个地方戏曲剧种,流行于福建泉州、晋江一带",泉州市高甲戏传承中心（泉州市高甲戏剧团、泉州市打城戏传承中心、泉州市打城戏传习所）,泉州市高甲戏传承中心(泉州市高甲戏剧团、泉州市打城戏传承中心、泉州市打城戏传习所),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13512,
subitem_13513,IV-115,IV-115,IV-115,IV-115_02_350923,屏南平讲戏,传统戏剧,2,2008,new,福建省屏南县,福建省,福建省,350900,350923,"福建省屏南县 <br /> <br /> 屏南平讲戏是闽东方言区最具影响力的地方高腔剧种,系由明末清初流行于闽东北民间、别称“肩头棚”的“驮故事”表演发展而来,普遍流传于福建省屏南县一带",屏南县漈头平讲戏传习所,屏南县漈头平讲戏传习所,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13513,
subitem_13515,IV-116,IV-116,IV-116,IV-116_02_370112,吕剧,传统戏剧,2,2008,new,山东省吕剧院,山东省,山东省,370100,370112,"山东省吕剧院 <br /> <br /> 吕剧原名“坐腔扬琴”、“化妆扬琴”,系在山东琴书基础上吸收民间花鼓、小曲、腔等发展演变而成,流行于山东和江苏、安徽部分地区",山东省吕剧艺术保护传承中心（山东省吕剧院）,山东省吕剧艺术保护传承中心(山东省吕剧院),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13515,
subitem_13514,IV-116,IV-116,IV-116,IV-116_02_370100,吕剧,传统戏剧,2,2008,new,山东省济南市,山东省,山东省,370100,,"山东省济南市 <br /> <br /> 吕剧原名“坐腔扬琴”、“化妆扬琴”,系在山东琴书基础上吸收民间花鼓、小曲、腔等发展演变而成,流行于山东和江苏、安徽部分地区",济南市吕剧院,济南市吕剧院,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13514,
subitem_13517,IV-116,IV-116,IV-116,IV-116_02_371625,吕剧,传统戏剧,2,2008,new,山东省博兴县,山东省,山东省,371600,371625,"山东省博兴县 <br /> <br /> 吕剧原名“坐腔扬琴”、“化妆扬琴”,系在山东琴书基础上吸收民间花鼓、小曲、腔等发展演变而成,流行于山东和江苏、安徽部分地区",博兴县吕剧扽腔艺术传承保护中心（博兴县戏剧团）,博兴县吕剧扽腔艺术传承保护中心(博兴县戏剧团),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13517,
subitem_13516,IV-116,IV-116,IV-116,IV-116_02_370502,吕剧,传统戏剧,2,2008,new,山东省东营市东营区,山东省,山东省,370500,370502,"山东省东营市东营区 <br /> <br /> 吕剧原名“坐腔扬琴”、“化妆扬琴”,系在山东琴书基础上吸收民间花鼓、小曲、腔等发展演变而成,流行于山东和江苏、安徽部分地区",东营市东营区文化馆,东营市东营区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13516,
subitem_13518,IV-116,IV-116,IV-116,IV-116_03_371600,吕剧,传统戏剧,3,2011,extension,山东省滨州市,山东省,山东省,371600,,"山东省滨州市 <br /> <br /> 山东省滨州市濒临渤海,原称“惠民地区”",滨州市吕剧演艺有限公司,滨州市吕剧演艺有限公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13518,
subitem_13519,IV-117,IV-117,IV-117,IV-117_02_370282,柳腔,传统戏剧,2,2008,new,山东省即墨市,山东省,山东省,370200,370282,"山东省即墨市 <br /> <br /> 柳腔形成于山东省即墨市西部大沽河流域,在山东半岛广泛流传,至今已有两百多年的历史",青岛市即墨区柳腔艺术中心（青岛市即墨区柳腔剧团）,青岛市即墨区柳腔艺术中心(青岛市即墨区柳腔剧团),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13519,
subitem_13522,IV-118,IV-118,IV-118,IV-118_02_371700,山东梆子,传统戏剧,2,2008,new,山东省菏泽市,山东省,山东省,371700,,"山东省菏泽市 <br /> <br /> 山东梆子又名“高调梆子”,简称“高调”,距今已有四百多年的历史",菏泽市地方戏曲传承研究院,菏泽市地方戏曲传承研究院,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=4,2026-08-06T10:34:22+00:00,13522,
subitem_13521,IV-118,IV-118,IV-118,IV-118_02_370900,山东梆子,传统戏剧,2,2008,new,山东省泰安市,山东省,山东省,370900,,"山东省泰安市 <br /> <br /> 山东梆子又名“高调梆子”,简称“高调”,距今已有四百多年的历史",泰安市山东梆子艺术研究院（泰安市山东梆子剧团）,泰安市山东梆子艺术研究院(泰安市山东梆子剧团),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13521,
subitem_13520,IV-118,IV-118,IV-118,IV-118_02_370829,山东梆子,传统戏剧,2,2008,new,山东省嘉祥县,山东省,山东省,370800,370829,"山东省嘉祥县 <br /> <br /> 山东梆子又名“高调梆子”,简称“高调”,距今已有四百多年的历史",嘉祥县山东梆子保护传承中心（嘉祥县山东梆子剧团）,嘉祥县山东梆子保护传承中心(嘉祥县山东梆子剧团),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13520,
subitem_13523,IV-119,IV-119,IV-119,IV-119_02_371200,莱芜梆子,传统戏剧,2,2008,new,山东省莱芜市,山东省,山东省,371200,,"山东省莱芜市 <br /> <br /> 莱芜梆子是山东一种古老的地方剧种,它发源于泰沂山区,流行于鲁中、鲁东广大地区,至今已有两百多年的历史",济南市莱芜梆子艺术传承保护中心（莱芜梆子剧团）,济南市莱芜梆子艺术传承保护中心(莱芜梆子剧团),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13523,
subitem_13524,IV-120,IV-120,IV-120,IV-120_02_371700,枣梆,传统戏剧,2,2008,new,山东省菏泽市,山东省,山东省,371700,,"山东省菏泽市 <br /> <br /> 菏泽,位于山东省西南部,与苏、豫、皖三省毗邻,文化底蕴深厚,地方戏曲深受广大观众喜爱",菏泽市地方戏曲传承研究院,菏泽市地方戏曲传承研究院,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13524,
subitem_13525,IV-121,IV-121,IV-121,IV-121_02_320300,徐州梆子,传统戏剧,2,2008,new,江苏省徐州市,江苏省,江苏省,320300,,"江苏省徐州市 <br /> <br /> 徐州梆子是一个具有鲜明地方特色的戏曲剧种,系由苏北民歌小调、杂耍曲艺、地方说唱和传入徐州的山陕梆子结合而形成,主要流传于江苏省徐州市地区",徐州演艺集团有限公司,徐州演艺集团有限公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13525,
subitem_13526,IV-122,IV-122,IV-122,IV-122_02_610523,同州梆子,传统戏剧,2,2008,new,陕西省大荔县,陕西省,陕西省,610500,610523,"陕西省大荔县 <br /> <br /> 同州梆子是陕西古老的戏曲剧种之一,发源于古称“同州”的陕西大荔,也称“东路秦腔”或“老秦腔”",大荔县剧团演艺有限公司,大荔县剧团演艺有限公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13526,
subitem_13528,IV-123,IV-123,IV-123,IV-123_02_411727,罗卷戏,传统戏剧,2,2008,new,河南省汝南县,河南省,河南省,411700,411727,"河南省汝南县 <br /> <br /> 罗卷戏俗称“喇叭戏”,系由“罗戏”和“卷戏”两个剧种融合而成",汝南县罗卷戏艺术传承保护中心,汝南县罗卷戏艺术传承保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13528,
subitem_13527,IV-123,IV-123,IV-123,IV-123_02_410926,罗卷戏,传统戏剧,2,2008,new,河南省范县,河南省,河南省,410900,410926,"河南省范县 <br /> <br /> 罗卷戏俗称“喇叭戏”,系由“罗戏”和“卷戏”两个剧种融合而成",范县罗卷戏剧团,范县罗卷戏剧团,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13527,
subitem_13529,IV-123,IV-123,IV-123,IV-123_04_411381,罗卷戏,传统戏剧,4,2014,extension,河南省邓州市,河南省,河南省,411300,411381,河南省邓州市,邓州市孔庄罗卷戏剧团有限公司,邓州市孔庄罗卷戏剧团有限公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13529,
subitem_13530,IV-124,IV-124,IV-124,IV-124_02_410823,二股弦,传统戏剧,2,2008,new,河南省武陟县,河南省,河南省,410800,410823,"河南省武陟县 <br /> <br /> 二股弦是近年重新发掘的一个古老剧种,起源于河南省武陟县的大司马村,且仅在当地流传",武陟县大司马二股弦剧团,武陟县大司马二股弦剧团,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13530,
subitem_13532,IV-125,IV-125,IV-125,IV-125_02_422827,南剧,传统戏剧,2,2008,new,湖北省来凤县,湖北省,湖北省,422800,422827,"湖北省来凤县 <br /> <br /> 南剧属皮簧腔剧种,是湖北省四大剧种之一,原名“人大戏”、“施南调”,流行于恩施土家族苗族自治州",来凤县南剧传习研究所,来凤县南剧传习研究所,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13532,
subitem_13531,IV-125,IV-125,IV-125,IV-125_02_422826,南剧,传统戏剧,2,2008,new,湖北省咸丰县,湖北省,湖北省,422800,422826,"湖北省咸丰县 <br /> <br /> 南剧属皮簧腔剧种,是湖北省四大剧种之一,原名“人大戏”、“施南调”,流行于恩施土家族苗族自治州",咸丰县南剧艺术传承保护中心,咸丰县南剧艺术传承保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13531,
subitem_13533,IV-126,IV-126,IV-126,IV-126_02_421223,提琴戏,传统戏剧,2,2008,new,湖北省崇阳县,湖北省,湖北省,421200,421223,"湖北省崇阳县 <br /> <br /> 提琴戏是湖北省崇阳县别具地方特色的戏曲剧种,在鄂东南、湘北、赣北等地区流传的梁山调与崇阳地方小调、民间音乐结合的基础上逐渐发展形成,因以提琴为主奏乐器而得名",崇阳县提琴戏传承发展中心,崇阳县提琴戏传承发展中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13533,
subitem_13536,IV-127,IV-127,IV-127,IV-127_02_430102,湘剧,传统戏剧,2,2008,new,湖南省湘剧院,湖南省,湖南省,430100,430102,"湖南省湘剧院 <br /> <br /> 湘剧是湖南省地方戏曲剧种之一,距今已有近六百年的历史,主要流行于长沙市、湘潭市、株洲市、桂阳县等地",湖南省湘剧院,湖南省湘剧院,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13536,
subitem_13535,IV-127,IV-127,IV-127,IV-127_02_430100,湘剧,传统戏剧,2,2008,new,湖南省长沙市,湖南省,湖南省,430100,,"湖南省长沙市 <br /> <br /> 湘剧是湖南省地方戏曲剧种之一,距今已有近六百年的历史,主要流行于长沙市、湘潭市、株洲市、桂阳县等地",长沙市湘剧保护传承中心,长沙市湘剧保护传承中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13535,
subitem_13534,IV-127,IV-127,IV-127,IV-127_02_430021,湘剧,传统戏剧,2,2008,new,湖南省桂阳县,湖南省,湖南省,,,"湖南省桂阳县 <br /> <br /> 湘剧是湖南省地方戏曲剧种之一,距今已有近六百年的历史,主要流行于长沙市、湘潭市、株洲市、桂阳县等地",桂阳县湘剧保护传承中心,桂阳县湘剧保护传承中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13534,
subitem_13538,IV-128,IV-128,IV-128,IV-128_02_430502,祁剧,传统戏剧,2,2008,new,湖南省祁剧院,湖南省,湖南省,430500,430502,"湖南省祁剧院 <br /> <br /> 祁剧也叫“祁阳戏”、“楚南戏”,因发祥于湖南省祁阳县而得名",湖南省祁剧保护传承中心,湖南省祁剧保护传承中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13538,
subitem_13537,IV-128,IV-128,IV-128,IV-128_02_430400,祁剧,传统戏剧,2,2008,new,湖南省衡阳市,湖南省,湖南省,430400,,"湖南省衡阳市 <br /> <br /> 祁剧也叫“祁阳戏”、“楚南戏”,因发祥于湖南省祁阳县而得名",衡阳祁剧艺术有限责任公司,衡阳祁剧艺术有限责任公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13537,
subitem_13539,IV-128,IV-128,IV-128,IV-128_02_431121,祁剧,传统戏剧,2,2008,new,湖南省祁阳县,湖南省,湖南省,431100,431121,"湖南省祁阳县 <br /> <br /> 祁剧也叫“祁阳戏”、“楚南戏”,因发祥于湖南省祁阳县而得名",祁阳县祁剧团,祁阳县祁剧团,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13539,
subitem_13540,IV-129,IV-129,IV-129,IV-129_02_441400,广东汉剧,传统戏剧,2,2008,new,广东汉剧院,广东省,广东省,441400,,"广东汉剧院 <br /> <br /> 汉剧是我国古老的戏曲剧种之一,广东汉剧原称“外江戏”,清代乾隆年间进入粤东,以潮州为中心,向邻近地区传布",广东汉剧传承研究院,广东汉剧传承研究院,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13540,
subitem_13542,IV-130,IV-130,IV-130,IV-130_02_460108,琼剧,传统戏剧,2,2008,new,海南省琼剧院,海南省,海南省,460100,460108,"海南省琼剧院 <br /> <br /> 琼剧是海南省唯一的地方大戏,清代称为“土戏”或“海南戏”,琼山、海口一带称为“斋”,海外侨胞则称之为“琼州戏”、“琼音”",海南省琼剧院,海南省琼剧院,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13542,
subitem_13541,IV-130,IV-130,IV-130,IV-130_02_460100,琼剧,传统戏剧,2,2008,new,海南省海口市,海南省,海南省,460100,,"海南省海口市 <br /> <br /> 琼剧是海南省唯一的地方大戏,清代称为“土戏”或“海南戏”,琼山、海口一带称为“斋”,海外侨胞则称之为“琼州戏”、“琼音”",海口市群众艺术馆（海口市非物质文化遗产保护中心）,海口市群众艺术馆(海口市非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13541,
subitem_13543,IV-131,IV-131,IV-131,IV-131_02_520100,黔剧,传统戏剧,2,2008,new,贵州省黔剧团,贵州省,贵州省,520100,,"贵州省黔剧团 <br /> <br /> 黔剧是在贵州曲艺扬琴基础上发展起来的一个新兴地方戏曲剧种,又名“文琴”、“贵州弹词”,1960年2月正式定名为“黔剧”",贵州省黔剧院,贵州省黔剧院,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13543,
subitem_13545,IV-132,IV-132,IV-132,IV-132_02_530112,滇剧,传统戏剧,2,2008,new,云南省滇剧院,云南省,云南省,530100,530112,"云南省滇剧院 <br /> <br /> 滇剧是云南省主要的地方剧种,形成于清代道光年间,至今已有近两百年的历史",云南省滇剧院,云南省滇剧院,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13545,
subitem_13546,IV-132,IV-132,IV-132,IV-132_02_530400,滇剧,传统戏剧,2,2008,new,云南省玉溪市滇剧团,云南省,云南省,530400,,"云南省玉溪市滇剧团 <br /> <br /> 滇剧是云南省主要的地方剧种,形成于清代道光年间,至今已有近两百年的历史",玉溪滇剧（国家非物质文化遗产）传承保护展演中心,玉溪滇剧(国家非物质文化遗产)传承保护展演中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13546,
subitem_13544,IV-132,IV-132,IV-132,IV-132_02_530100,滇剧,传统戏剧,2,2008,new,云南省昆明市,云南省,云南省,530100,,"云南省昆明市 <br /> <br /> 滇剧是云南省主要的地方剧种,形成于清代道光年间,至今已有近两百年的历史",昆明市文化馆,昆明市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13544,
subitem_13547,IV-133,IV-133,IV-133,IV-133_02_610524,合阳跳戏,传统戏剧,2,2008,new,陕西省合阳县,陕西省,陕西省,610500,610524,"陕西省合阳县 <br /> <br /> 合阳跳戏又名“跳调”、“调调戏”、“调戏”或“锣鼓杂戏”,是沿黄河一带流传的一个古老地方剧种",合阳县文化馆,合阳县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13547,
subitem_13548,IV-134,IV-134,IV-134,IV-134_02_621200,武都高山戏,传统戏剧,2,2008,new,甘肃省陇南市,甘肃省,甘肃省,621200,,"甘肃省陇南市 <br /> <br /> 高山戏又名“高山剧”,是甘肃省独有的两大剧种之一,主要流传于甘肃陇南市武都区鱼龙镇",陇南市武都区高山戏研究中心（陇南市武都区非物质文化遗产保护中心）,陇南市武都区高山戏研究中心(陇南市武都区非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13548,
subitem_13549,IV-135,IV-135,IV-135,IV-135_02_530522,佤族清戏,传统戏剧,2,2008,new,云南省腾冲县,云南省,云南省,530500,530522,"云南省腾冲县 <br /> <br /> 明末清初,湖北人根据古老的青阳腔创造出了清戏这种新的戏曲形式",腾冲市文化馆,腾冲市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13549,
subitem_13550,IV-136,IV-136,IV-136,IV-136_02_532326,彝剧,传统戏剧,2,2008,new,云南省大姚县,云南省,云南省,532300,532326,"云南省大姚县 <br /> <br /> 彝剧是楚雄彝族特有的一种地方民族戏剧,在云南省楚雄彝族自治州境内广泛流传",大姚县文化馆,大姚县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13550,
subitem_13551,IV-137,IV-137,IV-137,IV-137_02_532900,白剧,传统戏剧,2,2008,new,云南省大理白族自治州,云南省,云南省,532900,,"云南省大理白族自治州 <br /> <br /> 白剧历史悠久,系由明代洪武年间从内地传入大理地区的吹吹腔戏和大本曲剧合流而形成",大理白族自治州民族文化工作团（大理白族自治州白剧院）,大理白族自治州民族文化工作团(大理白族自治州白剧院),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13551,
subitem_13552,IV-138,IV-138,IV-138,IV-138_02_450100,邕剧,传统戏剧,2,2008,new,广西壮族自治区南宁市,广西壮族自治区,广西壮族自治区,450100,,"广西壮族自治区南宁市 <br /> <br /> 邕剧是广西四大地方剧种之一,旧时习称为“广戏”、“老戏”、“五六腔”,流传于广西、广东、云南、贵州等省及越南、柬埔寨等国",南宁市民族文化艺术研究院（南宁市戏剧院、南宁市非物质文化遗产保护中心）,南宁市民族文化艺术研究院(南宁市戏剧院、南宁市非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13552,
subitem_13553,IV-139,IV-139,IV-139,IV-139_03_140502,上党二簧,传统戏剧,3,2011,new,山西省晋城市城区,山西省,山西省,140500,140502,"山西省晋城市城区 <br /> <br /> 上党二簧,又称“上党皮簧”,俗称“土二簧”",晋城市鸣凤剧团有限公司,晋城市鸣凤剧团有限公司,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13553,
subitem_13554,IV-140,IV-140,IV-140,IV-140_03_330784,醒感戏,传统戏剧,3,2011,new,浙江省永康市,浙江省,浙江省,330700,330784,"浙江省永康市 <br /> <br /> 醒感戏,又名“省感戏”,是道教超度幽灵、导人归正的仪式剧,明代已有演出活动",永康市民间艺术表演协会,永康市民间艺术表演协会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13554,
subitem_13555,IV-141,IV-141,IV-141,IV-141_03_330500,湖剧,传统戏剧,3,2011,new,浙江省湖州市,浙江省,浙江省,330500,,"浙江省湖州市 <br /> <br /> 湖剧,旧称“湖州滩簧”,也有“小戏”、“花鼓”等称谓,流行于浙江省湖州、嘉兴、杭州,江苏省吴江、宜兴,安徽省广德等地",湖州市文化馆（湖州市非物质文化遗产保护中心）,湖州市文化馆(湖州市非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13555,
subitem_13556,IV-142,IV-142,IV-142,IV-142_03_330127,淳安三角戏,传统戏剧,3,2011,new,浙江省淳安县,浙江省,浙江省,330100,330127,"浙江省淳安县 <br /> <br /> 淳安三角戏,是由采茶戏与民间歌舞竹马班相结合形成的地方剧种",淳安县文化馆,淳安县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13556,
subitem_13557,IV-143,IV-143,IV-143,IV-143_03_341225,嗨子戏,传统戏剧,3,2011,new,安徽省阜南县,安徽省,安徽省,341200,341225,"安徽省阜南县 <br /> <br /> 嗨子戏,又称“咳子戏”、“嘿子戏”、“哈子戏”,因其表演时用“嗨”或“咳”字起调行腔,唱段字句中间也常使用“嗨”字来甩腔而得名",阜南县文化馆,阜南县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13557,
subitem_13558,IV-144,IV-144,IV-144,IV-144_03_360100,赣剧,传统戏剧,3,2011,new,江西省赣剧院,江西省,江西省,360100,,"江西省赣剧院 <br /> <br /> 赣剧,江西省地方剧种",江西省赣剧院（江西省赣剧暨弋阳腔保护传习中心）,江西省赣剧院(江西省赣剧暨弋阳腔保护传习中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13558,
subitem_13559,IV-145,IV-145,IV-145,IV-145_03_360427,西河戏,传统戏剧,3,2011,new,江西省星子县,江西省,江西省,360400,360427,"江西省星子县 <br /> <br /> 西河戏又名“弹腔大戏”,俗名“星子大戏”,因其产生地星子县地属赣江下游的西河流域,故1982年定名为“西河戏”",庐山市文化馆,庐山市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=4&limit=100&p=5,2026-08-06T10:34:24+00:00,13559,
