project_code,project_name,category,min_batch,max_batch,first_publish_year,province_list,protection_units,subitem_count
III-108,巴当舞,传统舞蹈,3,3,2011,甘肃省,1,1
III-109,安昭,传统舞蹈,3,3,2011,青海省,1,1
III-11,翼城花鼓,传统舞蹈,1,1,2006,山西省,1,1
III-110,萨玛舞,传统舞蹈,3,3,2011,新疆维吾尔自治区,1,1
III-111,哈萨克族卡拉角勒哈,传统舞蹈,3,3,2011,新疆维吾尔自治区,1,1
III-112,太子务武吵子,传统舞蹈,4,4,2014,北京市,1,1
III-113,左权小花戏,传统舞蹈,4,4,2014,山西省,1,1
III-114,博舞,传统舞蹈,4,4,2014,吉林省,1,1
III-115,洪泽湖渔鼓,传统舞蹈,4,4,2014,江苏省,2,2
III-116,龙岩采茶灯,传统舞蹈,4,4,2014,福建省,1,1
III-117,宜黄禾杠舞,传统舞蹈,4,4,2014,江西省,1,1
III-118,耍老虎,传统舞蹈,4,4,2014,河南省,1,1
III-119,棕包脑,传统舞蹈,4,4,2014,湖南省,1,1
III-12,泉州拍胸舞,传统舞蹈,1,1,2006,福建省,1,1
III-120,瑶族金锣舞,传统舞蹈,4,4,2014,广西壮族自治区,1,1
III-121,玩牛,传统舞蹈,4,4,2014,重庆市,1,1
III-122,古蔺花灯,传统舞蹈,4,4,2014,四川省,1,1
III-123,登嘎甘(熊猫舞),传统舞蹈,4,4,2014,四川省,1,1
III-124,阿妹戚托,传统舞蹈,4,4,2014,贵州省,1,1
III-125,布依族转场舞,传统舞蹈,4,4,2014,贵州省,1,1
III-126,耳子歌,传统舞蹈,4,4,2014,云南省,1,1
III-127,铓鼓舞,传统舞蹈,4,4,2014,云南省,1,1
III-128,水鼓舞,传统舞蹈,4,4,2014,云南省,1,1
III-129,怒族达比亚舞,传统舞蹈,4,4,2014,云南省,1,1
III-13,安塞腰鼓,传统舞蹈,1,1,2006,陕西省,1,1
III-130,锅哇(玉树武士舞),传统舞蹈,4,4,2014,青海省,1,1
III-131,纳孜库姆,传统舞蹈,4,4,2014,新疆维吾尔自治区,1,1
III-132,六郎庄五虎棍,传统舞蹈,5,5,2021,北京市,1,1
III-133,翼城浑身板,传统舞蹈,5,5,2021,山西省,1,1
III-134,泰兴花鼓,传统舞蹈,5,5,2021,江苏省,1,1
III-135,佾舞,传统舞蹈,5,5,2021,福建省,1,1
III-136,阴阳板,传统舞蹈,5,5,2021,山东省,1,1
III-137,海南苗族盘皇舞,传统舞蹈,5,5,2021,海南省,1,1
III-138,多耶,传统舞蹈,5,5,2021,广西壮族自治区,1,1
III-139,壮族打扁担,传统舞蹈,5,5,2021,广西壮族自治区,1,1
III-14,洛川蹩鼓,传统舞蹈,1,1,2006,陕西省,1,1
III-140,苗族古瓢舞,传统舞蹈,5,5,2021,贵州省,1,1
III-141,傣族白象、马鹿舞,传统舞蹈,5,5,2021,云南省,1,1
III-142,陇西云阳板,传统舞蹈,5,5,2021,甘肃省,1,1
III-143,黄羊钱鞭,传统舞蹈,5,5,2021,宁夏回族自治区,1,1
III-144,俄罗斯族踢踏舞,传统舞蹈,5,5,2021,新疆维吾尔自治区,1,1
III-15,兰州太平鼓,传统舞蹈,1,1,2006,甘肃省,1,1
III-16,余杭滚灯,传统舞蹈,1,2,2006,上海市、浙江省,3,3
III-17,土家族摆手舞,传统舞蹈,1,2,2006,湖北省、湖南省、重庆市,3,3
III-18,土家族撒叶儿嗬,传统舞蹈,1,4,2006,湖北省、湖南省,4,4
III-19,弦子舞(巴塘弦子舞),传统舞蹈,1,2,2006,四川省、西藏自治区、青海省,3,3
III-2,秧歌(昌黎地秧歌),传统舞蹈,1,5,2006,北京市、吉林省、天津市、山东省、山西省、河北省、辽宁省、陕西省,17,17
III-20,锅庄舞(迪庆锅庄舞),传统舞蹈,1,5,2006,云南省、四川省、甘肃省、西藏自治区、青海省,11,11
III-21,热巴舞(丁青热巴),传统舞蹈,1,4,2006,云南省、西藏自治区,3,3
III-22,日喀则扎什伦布寺羌姆,传统舞蹈,1,4,2006,西藏自治区,8,8
III-23,苗族芦笙舞(锦鸡舞),传统舞蹈,1,4,2006,贵州省,8,8
III-24,朝鲜族农乐舞(乞粒舞),传统舞蹈,1,2,2006,吉林省、辽宁省,3,3
III-25,木鼓舞(反排苗族木鼓舞),传统舞蹈,1,1,2006,云南省、贵州省,2,2
III-26,铜鼓舞(文山壮族、彝族铜鼓舞),传统舞蹈,1,4,2006,云南省、广西壮族自治区、贵州省,4,4
III-27,傣族孔雀舞,传统舞蹈,1,1,2006,云南省,1,1
III-28,达斡尔族鲁日格勒舞,传统舞蹈,1,1,2006,内蒙古自治区、黑龙江省,2,2
III-29,蒙古族安代舞,传统舞蹈,1,1,2006,内蒙古自治区,1,1
III-3,井陉拉花,传统舞蹈,1,1,2006,河北省,1,1
III-30,湘西苗族鼓舞,传统舞蹈,1,1,2006,湖南省,1,1
III-31,湘西土家族毛古斯舞,传统舞蹈,1,1,2006,湖南省,1,1
III-32,黎族打柴舞,传统舞蹈,1,1,2006,海南省,1,1
III-33,卡斯达温舞,传统舞蹈,1,1,2006,四川省,1,1
III-34,㑇舞,传统舞蹈,1,1,2006,四川省,1,1
III-35,傈僳族阿尺木刮,传统舞蹈,1,1,2006,云南省,1,1
III-36,彝族葫芦笙舞,传统舞蹈,1,1,2006,云南省,1,1
III-37,彝族烟盒舞,传统舞蹈,1,1,2006,云南省,1,1
III-38,基诺大鼓舞,传统舞蹈,1,1,2006,云南省,1,1
III-39,山南昌果卓舞,传统舞蹈,1,5,2006,西藏自治区,4,4
III-4,龙舞(铜梁龙舞),传统舞蹈,1,5,2006,上海市、四川省、安徽省、山东省、广东省、江苏省、河北省、河南省、浙江省、湖北省、湖南省、福建省、辽宁省、重庆市,43,43
III-40,土族於菟,传统舞蹈,1,1,2006,青海省,1,1
III-41,塔吉克族鹰舞,传统舞蹈,1,1,2006,新疆维吾尔自治区,1,1
III-42,鼓舞(花钹大鼓),传统舞蹈,2,5,2008,云南省、北京市、吉林省、山东省、山西省、河北省、浙江省、甘肃省、辽宁省、陕西省,19,19
III-43,麒麟舞,传统舞蹈,2,4,2008,山西省、广东省、河北省、河南省、香港特别行政区,9,9
III-44,竹马(东坝大马灯),传统舞蹈,2,4,2008,江苏省、浙江省,4,4
III-45,灯舞(青田鱼灯舞),传统舞蹈,2,5,2008,安徽省、广东省、江西省、河南省、浙江省、湖北省、福建省,11,12
III-46,沧州落子,传统舞蹈,2,2,2008,河北省,1,1
III-47,十八蝴蝶,传统舞蹈,2,2,2008,浙江省,1,1
III-48,火老虎,传统舞蹈,2,2,2008,安徽省,1,1
III-49,商羊舞,传统舞蹈,2,2,2008,山东省,1,1
III-5,狮舞(徐水舞狮),传统舞蹈,1,5,2006,上海市、北京市、山西省、广东省、广西壮族自治区、江西省、河北省、河南省、浙江省、贵州省、重庆市,23,23
III-50,跑帷子,传统舞蹈,2,2,2008,河南省,1,1
III-51,官会响锣,传统舞蹈,2,2,2008,河南省,1,1
III-52,肉连响,传统舞蹈,2,2,2008,湖北省,1,1
III-53,禾楼舞,传统舞蹈,2,2,2008,广东省,1,1
III-54,蜈蚣舞,传统舞蹈,2,2,2008,广东省,1,1
III-55,翻山铰子,传统舞蹈,2,2,2008,四川省,1,1
III-56,靖边跑驴,传统舞蹈,2,2,2008,陕西省,1,1
III-57,查玛,传统舞蹈,2,2,2008,内蒙古自治区,1,1
III-58,朝鲜族鹤舞,传统舞蹈,2,3,2008,吉林省、广东省,2,2
III-59,朝鲜族长鼓舞,传统舞蹈,2,2,2008,吉林省,1,1
III-6,花鼓灯(蚌埠花鼓灯),传统舞蹈,1,1,2006,安徽省,3,3
III-60,瑶族长鼓舞,传统舞蹈,2,3,2008,广东省、广西壮族自治区、湖南省,5,5
III-61,傣族象脚鼓舞,传统舞蹈,2,2,2008,云南省,2,2
III-62,羌族羊皮鼓舞,传统舞蹈,2,2,2008,四川省,1,1
III-63,毛南族打猴鼓舞,传统舞蹈,2,2,2008,贵州省,1,1
III-64,瑶族猴鼓舞,传统舞蹈,2,2,2008,贵州省,1,1
III-65,高山族拉手舞,传统舞蹈,2,2,2008,福建省,1,1
III-66,得荣学羌,传统舞蹈,2,2,2008,四川省,1,1
III-67,甲搓,传统舞蹈,2,2,2008,四川省,1,1
III-68,博巴森根,传统舞蹈,2,2,2008,四川省,1,1
III-69,彝族铃铛舞,传统舞蹈,2,2,2008,贵州省,1,1
III-7,傩舞(南丰跳傩),传统舞蹈,1,5,2006,安徽省、山西省、广东省、江西省、甘肃省、福建省,12,12
III-70,彝族打歌,传统舞蹈,2,2,2008,云南省,1,1
III-71,彝族跳菜,传统舞蹈,2,2,2008,云南省,1,1
III-72,彝族老虎笙,传统舞蹈,2,2,2008,云南省,1,1
III-73,彝族左脚舞,传统舞蹈,2,2,2008,云南省,1,1
III-74,乐作舞,传统舞蹈,2,2,2008,云南省,1,1
III-75,彝族三弦舞(阿细跳月),传统舞蹈,2,2,2008,云南省,2,2
III-76,纳西族热美蹉,传统舞蹈,2,2,2008,云南省,1,1
III-77,布朗族蜂桶鼓舞,传统舞蹈,2,2,2008,云南省,1,1
III-78,普米族搓蹉,传统舞蹈,2,2,2008,云南省,1,1
III-79,拉祜族芦笙舞,传统舞蹈,2,2,2008,云南省,1,1
III-8,英歌(普宁英歌),传统舞蹈,1,3,2006,广东省,3,3
III-80,宣舞(古格宣舞),传统舞蹈,2,4,2008,西藏自治区,3,3
III-81,拉萨囊玛,传统舞蹈,2,2,2008,西藏自治区,1,1
III-82,堆谐(拉孜堆谐),传统舞蹈,2,4,2008,四川省、西藏自治区,2,2
III-83,谐钦(拉萨纳如谐钦),传统舞蹈,2,3,2008,甘肃省、西藏自治区,3,3
III-84,阿谐(达布阿谐),传统舞蹈,2,2,2008,西藏自治区,1,1
III-85,嘎尔,传统舞蹈,2,2,2008,西藏自治区,1,1
III-86,芒康三弦舞,传统舞蹈,2,2,2008,西藏自治区,1,1
III-87,定日洛谐,传统舞蹈,2,2,2008,西藏自治区,1,1
III-88,旦嘎甲谐,传统舞蹈,2,2,2008,西藏自治区,1,1
III-89,廓孜,传统舞蹈,2,2,2008,西藏自治区,1,1
III-9,高跷(高跷走兽),传统舞蹈,1,2,2006,山东省、山西省、河南省、甘肃省、辽宁省,8,8
III-90,多地舞,传统舞蹈,2,2,2008,甘肃省,1,1
III-91,巴郎鼓舞,传统舞蹈,2,2,2008,甘肃省,1,1
III-92,藏族螭鼓舞,传统舞蹈,2,2,2008,青海省,1,1
III-93,则柔(尚尤则柔),传统舞蹈,2,2,2008,青海省,1,1
III-94,蒙古族萨吾尔登,传统舞蹈,2,5,2008,内蒙古自治区、新疆维吾尔自治区,3,3
III-95,锡伯族贝伦舞,传统舞蹈,2,2,2008,新疆维吾尔自治区,1,1
III-96,维吾尔族赛乃姆,传统舞蹈,2,4,2008,新疆维吾尔自治区,8,8
III-97,跳马伕,传统舞蹈,3,3,2011,江苏省,1,1
III-98,仗鼓舞(桑植仗鼓舞),传统舞蹈,3,3,2011,湖南省,1,1
III-99,南县地花鼓,传统舞蹈,3,3,2011,湖南省,1,1
IV-1,昆曲,传统戏剧,1,1,2006,上海市、中直单位、北京市、江苏省、浙江省、湖南省,6,6
IV-10,永安大腔戏,传统戏剧,1,1,2006,福建省,1,1
IV-100,海城喇叭戏,传统戏剧,2,2,2008,辽宁省,1,1
IV-101,黄龙戏,传统戏剧,2,2,2008,吉林省,1,1
IV-102,淮剧,传统戏剧,2,3,2008,上海市、江苏省,4,4
IV-103,锡剧,传统戏剧,2,2,2008,江苏省,3,3
IV-104,淮海戏,传统戏剧,2,2,2008,江苏省,2,2
IV-105,童子戏,传统戏剧,2,2,2008,江苏省,1,1
IV-106,瓯剧,传统戏剧,2,2,2008,浙江省,1,1
IV-107,甬剧,传统戏剧,2,2,2008,浙江省,1,1
IV-108,姚剧,传统戏剧,2,2,2008,浙江省,1,1
IV-109,绍剧,传统戏剧,2,2,2008,浙江省,1,1
IV-11,四平戏,传统戏剧,1,1,2006,福建省,2,2
IV-110,婺剧,传统戏剧,2,2,2008,浙江省,2,2
IV-111,文南词,传统戏剧,2,2,2008,安徽省,1,1
IV-112,花鼓戏,传统戏剧,2,4,2008,安徽省、河南省、湖北省、湖南省,14,14
IV-113,二夹弦,传统戏剧,2,2,2008,安徽省、山东省、河南省,4,4
IV-114,打城戏,传统戏剧,2,2,2008,福建省,1,1
IV-115,屏南平讲戏,传统戏剧,2,2,2008,福建省,1,1
IV-116,吕剧,传统戏剧,2,3,2008,山东省,5,5
IV-117,柳腔,传统戏剧,2,2,2008,山东省,1,1
IV-118,山东梆子,传统戏剧,2,2,2008,山东省,3,3
IV-119,莱芜梆子,传统戏剧,2,2,2008,山东省,1,1
IV-12,川剧,传统戏剧,1,1,2006,四川省、重庆市,2,2
IV-120,枣梆,传统戏剧,2,2,2008,山东省,1,1
IV-121,徐州梆子,传统戏剧,2,2,2008,江苏省,1,1
IV-122,同州梆子,传统戏剧,2,2,2008,陕西省,1,1
IV-123,罗卷戏,传统戏剧,2,4,2008,河南省,3,3
IV-124,二股弦,传统戏剧,2,2,2008,河南省,1,1
IV-125,南剧,传统戏剧,2,2,2008,湖北省,2,2
IV-126,提琴戏,传统戏剧,2,2,2008,湖北省,1,1
IV-127,湘剧,传统戏剧,2,2,2008,湖南省,3,3
IV-128,祁剧,传统戏剧,2,2,2008,湖南省,3,3
IV-129,广东汉剧,传统戏剧,2,2,2008,广东省,1,1
IV-13,湘剧,传统戏剧,1,5,2006,湖南省,2,2
IV-130,琼剧,传统戏剧,2,2,2008,海南省,2,2
IV-131,黔剧,传统戏剧,2,2,2008,贵州省,1,1
IV-132,滇剧,传统戏剧,2,2,2008,云南省,3,3
IV-133,合阳跳戏,传统戏剧,2,2,2008,陕西省,1,1
IV-134,武都高山戏,传统戏剧,2,2,2008,甘肃省,1,1
IV-135,佤族清戏,传统戏剧,2,2,2008,云南省,1,1
IV-136,彝剧,传统戏剧,2,2,2008,云南省,1,1
IV-137,白剧,传统戏剧,2,2,2008,云南省,1,1
IV-138,邕剧,传统戏剧,2,2,2008,广西壮族自治区,1,1
IV-139,上党二簧,传统戏剧,3,3,2011,山西省,1,1
IV-14,广昌孟戏,传统戏剧,1,1,2006,江西省,1,1
IV-140,醒感戏,传统戏剧,3,3,2011,浙江省,1,1
IV-141,湖剧,传统戏剧,3,3,2011,浙江省,1,1
IV-142,淳安三角戏,传统戏剧,3,3,2011,浙江省,1,1
IV-143,嗨子戏,传统戏剧,3,3,2011,安徽省,1,1
IV-144,赣剧,传统戏剧,3,3,2011,江西省,1,1
IV-145,西河戏,传统戏剧,3,3,2011,江西省,1,1
IV-146,鹧鸪戏,传统戏剧,3,3,2011,山东省,1,1
IV-147,淮调,传统戏剧,3,3,2011,河南省,1,1
IV-148,落腔,传统戏剧,3,3,2011,河南省,1,1
IV-149,武当神戏,传统戏剧,3,3,2011,湖北省,1,1
IV-15,正字戏,传统戏剧,1,1,2006,广东省,1,1
IV-150,雷剧,传统戏剧,3,3,2011,广东省,1,1
IV-151,关索戏,传统戏剧,3,3,2011,云南省,1,1
IV-152,通渭小曲戏,传统戏剧,3,3,2011,甘肃省,1,1
IV-153,弦子腔,传统戏剧,3,3,2011,陕西省,1,1
IV-154,西路梆子,传统戏剧,3,3,2011,河北省,1,1
IV-155,淮北梆子戏,传统戏剧,3,5,2011,安徽省,3,3
IV-156,滑稽戏,传统戏剧,3,3,2011,上海市、江苏省,2,2
IV-157,张家界阳戏,传统戏剧,3,5,2011,四川省、湖南省、贵州省、重庆市,5,5
IV-158,海南斋戏,传统戏剧,3,3,2011,海南省,1,1
IV-159,线腔,传统戏剧,4,4,2014,山西省,1,1
IV-16,秦腔,传统戏剧,1,4,2006,北京市、宁夏回族自治区、甘肃省、陕西省,4,4
IV-160,平讲戏,传统戏剧,4,4,2014,福建省,1,1
IV-161,永修丫丫戏,传统戏剧,4,4,2014,江西省,1,1
IV-162,东河戏,传统戏剧,4,4,2014,江西省,1,1
IV-163,南路丝弦,传统戏剧,5,5,2021,河北省,1,1
IV-164,吉剧,传统戏剧,5,5,2021,吉林省,1,1
IV-165,满族新城戏,传统戏剧,5,5,2021,吉林省,1,1
IV-166,杂剧作场戏,传统戏剧,5,5,2021,福建省,1,1
IV-167,宁河戏,传统戏剧,5,5,2021,江西省,1,1
IV-168,端公戏(旺苍端公戏),传统戏剧,5,5,2021,云南省、四川省,2,2
IV-169,白族吹吹腔,传统戏剧,5,5,2021,云南省,1,1
IV-17,汉调桄桄,传统戏剧,1,1,2006,陕西省,1,1
IV-170,巴贡(霞尔巴贡),传统戏剧,5,5,2021,西藏自治区,1,1
IV-171,土生土语话剧,传统戏剧,5,5,2021,澳门特别行政区,1,1
IV-18,晋剧,传统戏剧,1,4,2006,内蒙古自治区、山西省、河北省,6,6
IV-19,蒲州梆子,传统戏剧,1,1,2006,山西省,2,2
IV-2,梨园戏,传统戏剧,1,1,2006,福建省,1,1
IV-20,北路梆子,传统戏剧,1,3,2006,山西省,2,2
IV-21,上党梆子,传统戏剧,1,2,2006,山西省,2,2
IV-22,河北梆子,传统戏剧,1,2,2006,北京市、天津市、河北省,3,3
IV-23,豫剧,传统戏剧,1,5,2006,新疆生产建设兵团、河北省、河南省,3,3
IV-24,宛梆,传统戏剧,1,1,2006,河南省,1,1
IV-25,怀梆,传统戏剧,1,1,2006,河南省,1,1
IV-26,大平调,传统戏剧,1,3,2006,山东省、河南省,7,7
IV-27,越调,传统戏剧,1,4,2006,河南省、湖北省,4,4
IV-28,京剧,传统戏剧,1,3,2006,上海市、中直单位、北京市、天津市、山东省、江苏省、湖北省、辽宁省,9,9
IV-29,徽剧,传统戏剧,1,1,2006,安徽省、江西省,3,3
IV-3,莆仙戏,传统戏剧,1,1,2006,福建省,1,1
IV-30,汉剧,传统戏剧,1,1,2006,湖北省,1,1
IV-31,汉调二簧,传统戏剧,1,2,2006,湖北省、陕西省,2,2
IV-32,泰宁梅林戏,传统戏剧,1,1,2006,福建省,1,1
IV-33,闽西汉剧,传统戏剧,1,1,2006,福建省,1,1
IV-34,巴陵戏,传统戏剧,1,1,2006,湖南省,1,1
IV-35,荆河戏,传统戏剧,1,2,2006,湖北省、湖南省,2,2
IV-36,粤剧,传统戏剧,1,4,2006,广东省、广西壮族自治区、澳门特别行政区、香港特别行政区,7,7
IV-37,桂剧,传统戏剧,1,1,2006,广西壮族自治区,1,1
IV-38,宜黄戏,传统戏剧,1,1,2006,江西省,1,1
IV-39,乱弹,传统戏剧,1,4,2006,河北省、浙江省,5,5
IV-4,潮剧,传统戏剧,1,3,2006,广东省、福建省,4,4
IV-40,石家庄丝弦,传统戏剧,1,1,2006,河北省,1,1
IV-41,雁北耍孩儿,传统戏剧,1,1,2006,山西省,1,1
IV-42,灵丘罗罗腔,传统戏剧,1,1,2006,山西省,1,1
IV-43,柳子戏,传统戏剧,1,2,2006,山东省、河南省,2,2
IV-44,大弦戏,传统戏剧,1,2,2006,山东省、河南省,3,3
IV-45,闽剧,传统戏剧,1,1,2006,福建省,1,1
IV-46,寿宁北路戏,传统戏剧,1,1,2006,福建省,1,1
IV-47,西秦戏,传统戏剧,1,1,2006,广东省,1,1
IV-48,高甲戏,传统戏剧,1,2,2006,福建省,3,3
IV-49,碗碗腔(孝义碗碗腔),传统戏剧,1,5,2006,山西省、陕西省,3,3
IV-5,弋阳腔,传统戏剧,1,1,2006,江西省,1,1
IV-50,四平调,传统戏剧,1,4,2006,安徽省、山东省、河南省,5,5
IV-51,评剧,传统戏剧,1,3,2006,北京市、天津市、河北省、辽宁省、黑龙江省,8,8
IV-52,武安平调落子,传统戏剧,1,1,2006,河北省,1,1
IV-53,越剧,传统戏剧,1,2,2006,上海市、浙江省、福建省,3,3
IV-54,沪剧,传统戏剧,1,1,2006,上海市,1,1
IV-55,苏剧,传统戏剧,1,1,2006,江苏省,1,1
IV-56,扬剧,传统戏剧,1,2,2006,江苏省,3,3
IV-57,庐剧,传统戏剧,1,3,2006,安徽省,3,3
IV-58,楚剧,传统戏剧,1,4,2006,湖北省,2,2
IV-59,荆州花鼓戏,传统戏剧,1,1,2006,湖北省,1,1
IV-6,青阳腔,传统戏剧,1,1,2006,安徽省、江西省,2,2
IV-60,黄梅戏,传统戏剧,1,5,2006,安徽省、湖北省,4,4
IV-61,商洛花鼓,传统戏剧,1,1,2006,陕西省,1,1
IV-62,泗州戏,传统戏剧,1,3,2006,安徽省、江苏省,3,3
IV-63,柳琴戏,传统戏剧,1,2,2006,山东省、江苏省,3,3
IV-64,歌仔戏,传统戏剧,1,1,2006,福建省,2,2
IV-65,采茶戏(赣南采茶戏),传统戏剧,1,5,2006,广东省、广西壮族自治区、江西省、湖北省,7,7
IV-66,五音戏,传统戏剧,1,1,2006,山东省,1,1
IV-67,茂腔,传统戏剧,1,5,2006,山东省,3,3
IV-68,曲剧,传统戏剧,1,1,2006,河南省,1,1
IV-69,曲子戏(敦煌曲子戏),传统戏剧,1,5,2006,北京市、甘肃省,5,5
IV-7,高腔(西安高腔),传统戏剧,1,1,2006,安徽省、浙江省、湖南省,6,6
IV-70,秧歌戏(隆尧秧歌戏),传统戏剧,1,5,2006,山西省、河北省,12,12
IV-71,道情戏(晋北道情戏),传统戏剧,1,3,2006,山东省、山西省、河南省、甘肃省、陕西省,9,9
IV-72,哈哈腔,传统戏剧,1,1,2006,河北省,2,2
IV-73,二人台,传统戏剧,1,5,2006,内蒙古自治区、山西省、河北省、陕西省,6,6
IV-74,白字戏,传统戏剧,1,1,2006,广东省,1,1
IV-75,花朝戏,传统戏剧,1,1,2006,广东省,1,1
IV-76,彩调,传统戏剧,1,1,2006,广西壮族自治区,1,1
IV-77,灯戏(梁山灯戏),传统戏剧,1,2,2006,四川省、湖北省、重庆市,3,3
IV-78,花灯戏(思南花灯戏),传统戏剧,1,3,2006,云南省、贵州省,8,8
IV-79,一勾勾,传统戏剧,1,1,2006,山东省,1,1
IV-8,新昌调腔,传统戏剧,1,1,2006,浙江省,1,1
IV-80,藏戏(拉萨觉木隆),传统戏剧,1,3,2006,四川省、甘肃省、西藏自治区、青海省,8,13
IV-81,山南门巴戏,传统戏剧,1,1,2006,西藏自治区,1,1
IV-82,壮剧,传统戏剧,1,2,2006,云南省、广西壮族自治区,2,2
IV-83,侗戏,传统戏剧,1,3,2006,广西壮族自治区、湖南省、贵州省,3,3
IV-84,布依戏,传统戏剧,1,1,2006,贵州省,1,1
IV-85,彝族撮泰吉,传统戏剧,1,1,2006,贵州省,1,1
IV-86,傣剧,传统戏剧,1,1,2006,云南省,1,1
IV-87,目连戏(徽州目连戏),传统戏剧,1,5,2006,安徽省、江西省、河南省、浙江省、湖南省,6,6
IV-88,锣鼓杂戏,传统戏剧,1,1,2006,山西省,1,1
IV-89,傩戏(武安傩戏),传统戏剧,1,4,2006,安徽省、山西省、江西省、河北省、湖北省、湖南省、贵州省,15,15
IV-9,宁海平调,传统戏剧,1,1,2006,浙江省,1,1
IV-90,安顺地戏,传统戏剧,1,1,2006,贵州省,1,1
IV-91,皮影戏(唐山皮影戏),传统戏剧,1,5,2006,云南省、内蒙古自治区、北京市、四川省、山东省、山西省、广东省、河北省、河南省、浙江省、湖北省、湖南省、甘肃省、辽宁省、陕西省、青海省、黑龙江省,37,37
IV-92,木偶戏(泉州提线木偶戏),传统戏剧,1,5,2006,上海市、四川省、山西省、广东省、江苏省、浙江省、海南省、湖北省、湖南省、福建省、贵州省、辽宁省、陕西省,30,31
IV-93,老调(保定老调),传统戏剧,2,3,2008,河北省,2,2
IV-94,四股弦(冀南四股弦),传统戏剧,2,2,2008,河北省,4,4
IV-95,赛戏,传统戏剧,2,2,2008,山西省、河北省,4,4
IV-96,永年西调,传统戏剧,2,2,2008,河北省,1,1
IV-97,坠子戏,传统戏剧,2,2,2008,安徽省、河北省,2,2
IV-98,上党落子,传统戏剧,2,2,2008,山西省,2,2
IV-99,眉户(运城眉户),传统戏剧,2,4,2008,北京市、山西省、陕西省,5,5
IX-1,中医生命与疾病认知方法,传统医药,1,1,2006,中直单位,1,1
IX-10,中医养生(药膳八珍汤),传统医药,2,5,2008,中直单位、山西省、福建省,5,5
IX-11,传统中医药文化(鹤年堂中医药养生文化),传统医药,2,5,2008,北京市、山东省、广东省、浙江省、湖南省、贵州省,9,9
IX-12,蒙医药(赞巴拉道尔吉温针、火针疗法),传统医药,2,5,2008,内蒙古自治区、辽宁省,5,6
IX-13,畲族医药(痧症疗法),传统医药,2,2,2008,浙江省、福建省,2,2
IX-14,瑶族医药(药浴疗法),传统医药,2,2,2008,贵州省,1,1
IX-15,苗医药(骨伤蛇伤疗法),传统医药,2,5,2008,湖南省、贵州省,5,5
IX-16,侗医药(过路黄药制作工艺),传统医药,2,2,2008,贵州省,1,1
IX-17,回族医药(张氏回医正骨疗法),传统医药,2,4,2008,宁夏回族自治区,3,3
IX-18,壮医药(壮医药线点灸疗法),传统医药,3,3,2011,广西壮族自治区,1,1
IX-19,彝医药(彝医水膏药疗法),传统医药,3,4,2011,云南省,2,2
IX-2,中医诊法,传统医药,1,5,2006,上海市、中直单位、北京市、四川省、天津市、安徽省、山西省、广东省、江苏省、河北省、河南省、浙江省、湖北省、湖南省、福建省、青海省,33,34
IX-20,傣医药(睡药疗法),传统医药,3,3,2011,云南省,2,2
IX-21,维吾尔医药(维药传统炮制技艺),传统医药,3,5,2011,新疆维吾尔自治区,6,6
IX-22,布依族医药(益肝草制作技艺),传统医药,4,4,2014,贵州省,1,1
IX-23,哈萨克族医药(布拉吾药浴熏蒸疗法、卧塔什正骨术、冻伤疗法),传统医药,4,4,2014,新疆维吾尔自治区,1,1
IX-3,中药炮制技术,传统医药,1,5,2006,中直单位、吉林省、四川省、广东省、江西省、河南省、浙江省、湖北省、甘肃省,11,11
IX-4,中医传统制剂方法,传统医药,1,5,2006,上海市、中直单位、云南省、内蒙古自治区、北京市、吉林省、天津市、宁夏回族自治区、山东省、山西省、广东省、江苏省、河北省、浙江省、湖北省、福建省、贵州省、重庆市、陕西省、黑龙江省,37,43
IX-5,针灸,传统医药,1,5,2006,上海市、中直单位、广东省、浙江省、湖北省、重庆市,9,9
IX-6,中医正骨疗法,传统医药,1,5,2006,上海市、中直单位、内蒙古自治区、北京市、山东省、山西省、广东省、河南省、浙江省、湖南省、福建省、辽宁省、重庆市、陕西省,19,20
IX-7,同仁堂中医药文化,传统医药,1,1,2006,北京市,1,1
IX-8,胡庆余堂中药文化,传统医药,1,1,2006,浙江省,1,1
IX-9,藏医药(甘孜州南派藏医药),传统医药,1,5,2006,云南省、四川省、甘肃省、西藏自治区、青海省,13,17
V-1,苏州评弹(苏州评话、苏州弹词),曲艺,1,3,2006,上海市、江苏省、浙江省,4,4
V-10,京东大鼓,曲艺,1,2,2006,天津市、河北省,2,2
V-100,曲沃琴书,曲艺,3,3,2011,山西省,1,1
V-101,泽州四弦书,曲艺,3,3,2011,山西省,1,1
V-102,盘索里,曲艺,3,3,2011,吉林省、辽宁省,2,2
V-103,永康鼓词,曲艺,3,3,2011,浙江省,1,1
V-104,唱新闻,曲艺,3,3,2011,浙江省,1,1
V-105,渔鼓道情,曲艺,3,3,2011,安徽省,1,1
V-106,三棒鼓,曲艺,3,3,2011,湖北省,1,1
V-107,祁阳小调,曲艺,3,3,2011,湖南省,1,1
V-108,粤曲,曲艺,3,3,2011,广东省,1,1
V-109,木鱼歌,曲艺,3,3,2011,广东省,1,1
V-11,胶东大鼓,曲艺,1,2,2006,山东省,2,2
V-110,四川评书,曲艺,3,3,2011,重庆市,1,1
V-111,洛南静板书,曲艺,3,3,2011,陕西省,1,1
V-112,南音说唱,曲艺,3,3,2011,澳门特别行政区,1,1
