project_code,project_name,category,min_batch,max_batch,first_publish_year,province_list,protection_units,subitem_count
VII-78,彝族(撒尼)刺绣,传统美术,2,2,2008,云南省,1,1
VII-79,维吾尔族刺绣,传统美术,2,2,2008,新疆维吾尔自治区,1,1
VII-8,滩头木版年画,传统美术,1,1,2006,湖南省,1,1
VII-80,满族刺绣(岫岩满族民间刺绣),传统美术,2,5,2008,吉林省、辽宁省、黑龙江省,6,6
VII-81,蒙古族刺绣,传统美术,2,5,2008,内蒙古自治区、新疆维吾尔自治区,3,3
VII-82,柯尔克孜族刺绣,传统美术,2,2,2008,新疆维吾尔自治区,1,1
VII-83,哈萨克毡绣和布绣,传统美术,2,2,2008,北京市,1,1
VII-84,料器(北京料器),传统美术,2,3,2008,北京市,2,2
VII-85,瓯塑,传统美术,2,2,2008,浙江省,1,1
VII-86,砖塑(鄄城砖塑),传统美术,2,2,2008,山东省,1,1
VII-87,灰塑,传统美术,2,2,2008,广东省,1,1
VII-88,糖塑(丰县糖人贡),传统美术,2,2,2008,四川省、江苏省、湖北省,3,3
VII-89,瓷板画,传统美术,2,2,2008,江西省,1,1
VII-9,佛山木版年画,传统美术,1,1,2006,广东省,1,1
VII-90,软木画,传统美术,2,2,2008,福建省,1,1
VII-91,镶嵌(彩石镶嵌),传统美术,2,3,2008,广东省、浙江省,7,7
VII-92,新会葵艺,传统美术,2,2,2008,广东省,1,1
VII-93,传统插花,传统美术,2,2,2008,北京市,1,1
VII-94,盆景技艺(扬派盆景技艺),传统美术,2,4,2008,四川省、安徽省、广东省、江苏省,7,7
VII-95,布老虎(黎侯虎),传统美术,2,2,2008,山西省,1,1
VII-96,建筑彩绘(白族民居彩绘),传统美术,2,5,2008,云南省、北京市、宁夏回族自治区、山西省、辽宁省、陕西省,6,6
VII-97,棕编(新繁棕编),传统美术,3,3,2011,四川省,1,1
VII-98,苗画,传统美术,3,3,2011,湖南省,1,1
VII-99,嘉兴灶头画,传统美术,3,3,2011,浙江省,1,1
VIII-1,宜兴紫砂陶制作技艺,传统技艺,1,1,2006,江苏省,1,1
VIII-10,磁州窑烧制技艺,传统技艺,1,1,2006,河北省,1,1
VIII-100,传统棉纺织技艺,传统技艺,2,5,2008,四川省、山西省、新疆维吾尔自治区、江苏省、河北省、浙江省、湖北省,10,10
VIII-101,毛纺织及擀制技艺(彝族毛纺织及擀制技艺),传统技艺,2,5,2008,四川省、新疆维吾尔自治区、甘肃省、西藏自治区,5,5
VIII-102,夏布织造技艺,传统技艺,2,2,2008,江西省、重庆市,2,2
VIII-103,鲁锦织造技艺,传统技艺,2,2,2008,山东省,2,2
VIII-104,侗锦织造技艺,传统技艺,2,2,2008,湖南省,1,1
VIII-105,苗族织锦技艺,传统技艺,2,3,2008,贵州省,4,4
VIII-106,傣族织锦技艺,传统技艺,2,2,2008,云南省,1,1
VIII-107,香云纱染整技艺,传统技艺,2,2,2008,广东省,1,1
VIII-108,枫香印染技艺,传统技艺,2,2,2008,贵州省,2,2
VIII-109,新疆维吾尔族艾德莱斯绸织染技艺,传统技艺,2,2,2008,新疆维吾尔自治区,1,1
VIII-11,德化瓷烧制技艺,传统技艺,1,1,2006,福建省,1,1
VIII-110,地毯织造技艺(北京宫毯织造技艺),传统技艺,2,5,2008,内蒙古自治区、北京市、四川省、宁夏回族自治区、新疆维吾尔自治区、江苏省、甘肃省,7,7
VIII-111,滩羊皮鞣制工艺,传统技艺,2,4,2008,宁夏回族自治区、山西省,2,2
VIII-112,鄂伦春族狍皮制作技艺,传统技艺,2,2,2008,内蒙古自治区、黑龙江省,2,2
VIII-113,盛锡福皮帽制作技艺,传统技艺,2,2,2008,北京市,1,1
VIII-114,维吾尔族卡拉库尔胎羔皮帽制作技艺,传统技艺,2,2,2008,新疆维吾尔自治区,1,1
VIII-115,内联升千层底布鞋制作技艺,传统技艺,2,5,2008,北京市、四川省、天津市,3,3
VIII-116,黄金溜槽堆石砌灶冶炼技艺,传统技艺,2,2,2008,山东省,1,1
VIII-117,金银细工制作技艺,传统技艺,2,4,2008,上海市、山西省、江苏省,4,4
VIII-118,斑铜制作技艺,传统技艺,2,2,2008,云南省,1,1
VIII-119,铜雕技艺,传统技艺,2,2,2008,浙江省,1,1
VIII-12,澄城尧头陶瓷烧制技艺,传统技艺,1,1,2006,陕西省,1,1
VIII-120,藏族金属锻造技艺(藏族锻铜技艺),传统技艺,2,3,2008,四川省、西藏自治区、青海省,5,5
VIII-121,成都银花丝制作技艺,传统技艺,2,2,2008,四川省,1,1
VIII-122,维吾尔族传统小刀制作技艺,传统技艺,2,2,2008,新疆维吾尔自治区,1,1
VIII-123,蒙古族马具制作技艺,传统技艺,2,2,2008,内蒙古自治区,1,1
VIII-124,民族乐器制作技艺(长子响铜乐器制作技艺),传统技艺,2,5,2008,上海市、云南省、内蒙古自治区、北京市、吉林省、山西省、新疆维吾尔自治区、江苏省、湖南省、福建省、西藏自治区、贵州省,15,15
VIII-125,花丝镶嵌制作技艺,传统技艺,2,2,2008,北京市、河北省,2,2
VIII-126,金漆镶嵌髹饰技艺,传统技艺,2,2,2008,北京市,1,1
VIII-127,漆器髹饰技艺(徽州漆器髹饰技艺),传统技艺,2,4,2008,安徽省、山东省、山西省、广东省、江西省、湖北省、重庆市,8,8
VIII-128,彝族漆器髹饰技艺,传统技艺,2,2,2008,四川省、贵州省,2,2
VIII-129,纸笺加工技艺,传统技艺,2,2,2008,安徽省,1,1
VIII-13,南京云锦木机妆花手工织造技艺,传统技艺,1,3,2006,江苏省,2,2
VIII-130,宣笔制作技艺,传统技艺,2,2,2008,安徽省,1,1
VIII-131,楮皮纸制作技艺,传统技艺,2,2,2008,陕西省,1,1
VIII-132,白沙茅龙笔制作技艺,传统技艺,2,2,2008,广东省,1,1
VIII-133,砚台制作技艺(易水砚制作技艺),传统技艺,2,5,2008,北京市、宁夏回族自治区、山西省、江西省、河北省、甘肃省、贵州省、辽宁省,10,10
VIII-134,印泥制作技艺(上海鲁庵印泥),传统技艺,2,2,2008,上海市、福建省,2,2
VIII-135,木活字印刷技术,传统技艺,2,2,2008,浙江省,1,1
VIII-136,装裱修复技艺(古字画装裱修复技艺),传统技艺,2,5,2008,中直单位、北京市、天津市、江苏省、浙江省,7,7
VIII-137,传统木船制造技艺,传统技艺,2,2,2008,江苏省、浙江省,2,2
VIII-138,水密隔舱福船制造技艺,传统技艺,2,4,2008,福建省,3,3
VIII-139,龙舟制作技艺,传统技艺,2,2,2008,广东省,1,1
VIII-14,宋锦织造技艺,传统技艺,1,1,2006,江苏省,1,1
VIII-140,伞制作技艺(西湖绸伞),传统技艺,2,5,2008,四川省、江西省、浙江省,3,3
VIII-141,藏香制作技艺,传统技艺,2,5,2008,西藏自治区,3,3
VIII-142,贝叶经制作技艺,传统技艺,2,2,2008,云南省,1,1
VIII-143,土碱烧制技艺,传统技艺,2,2,2008,北京市,1,1
VIII-144,蒸馏酒传统酿造技艺(北京二锅头酒传统酿造技艺),传统技艺,2,5,2008,北京市、吉林省、四川省、安徽省、山东省、山西省、江苏省、河北省、河南省、贵州省、辽宁省、陕西省、青海省,20,20
VIII-145,酿造酒传统酿造技艺(封缸酒传统酿造技艺),传统技艺,2,5,2008,江苏省、河北省、浙江省、福建省,5,5
VIII-146,配制酒传统酿造技艺(菊花白酒传统酿造技艺),传统技艺,2,2,2008,北京市,1,1
VIII-147,花茶制作技艺(张一元茉莉花茶制作技艺),传统技艺,2,4,2008,北京市、福建省,3,3
VIII-148,绿茶制作技艺(西湖龙井),传统技艺,2,5,2008,四川省、安徽省、江苏省、江西省、河南省、浙江省、湖北省、贵州省,15,15
VIII-149,红茶制作技艺(祁门红茶制作技艺),传统技艺,2,5,2008,云南省、安徽省、江西省、福建省,4,4
VIII-15,苏州缂丝织造技艺,传统技艺,1,1,2006,江苏省,1,1
VIII-150,乌龙茶制作技艺(铁观音制作技艺),传统技艺,2,5,2008,福建省,2,2
VIII-151,普洱茶制作技艺(贡茶制作技艺),传统技艺,2,2,2008,云南省,2,2
VIII-152,黑茶制作技艺(千两茶制作技艺),传统技艺,2,5,2008,云南省、四川省、广西壮族自治区、湖北省、湖南省、陕西省,8,8
VIII-153,晒盐技艺(海盐晒制技艺),传统技艺,2,5,2008,山东省、山西省、江苏省、浙江省、海南省、西藏自治区,6,6
VIII-154,酱油酿造技艺(钱万隆酱油酿造技艺),传统技艺,2,4,2008,上海市、四川省,2,2
VIII-155,豆瓣传统制作技艺(郫县豆瓣传统制作技艺),传统技艺,2,2,2008,四川省,1,1
VIII-156,豆豉酿制技艺(永川豆豉酿制技艺),传统技艺,2,2,2008,四川省、重庆市,2,2
VIII-157,腐乳酿造技艺(王致和腐乳酿造技艺),传统技艺,2,2,2008,北京市,1,1
VIII-158,酱菜制作技艺(六必居酱菜制作技艺),传统技艺,2,2,2008,北京市,1,1
VIII-159,榨菜传统制作技艺(涪陵榨菜传统制作技艺),传统技艺,2,2,2008,重庆市,1,1
VIII-16,蜀锦织造技艺,传统技艺,1,1,2006,四川省,1,1
VIII-160,传统面食制作技艺(龙须拉面和刀削面制作技艺),传统技艺,2,5,2008,上海市、吉林省、天津市、宁夏回族自治区、山西省、新疆维吾尔自治区、浙江省、甘肃省、陕西省,16,16
VIII-161,茶点制作技艺(富春茶点制作技艺),传统技艺,2,2,2008,江苏省,1,1
VIII-162,周村烧饼制作技艺,传统技艺,2,2,2008,山东省,1,1
VIII-163,月饼传统制作技艺(郭杜林晋式月饼制作技艺),传统技艺,2,2,2008,山西省、广东省,2,2
VIII-164,素食制作技艺(功德林素食制作技艺),传统技艺,2,5,2008,上海市、江苏省,2,2
VIII-165,同盛祥牛羊肉泡馍制作技艺,传统技艺,2,2,2008,陕西省,1,1
VIII-166,火腿制作技艺(金华火腿腌制技艺),传统技艺,2,3,2008,云南省、浙江省,2,2
VIII-167,烤鸭技艺(全聚德挂炉烤鸭技艺),传统技艺,2,2,2008,北京市,2,2
VIII-168,牛羊肉烹制技艺(东来顺涮羊肉制作技艺),传统技艺,2,5,2008,内蒙古自治区、北京市、宁夏回族自治区、山西省,6,7
VIII-169,天福号酱肘子制作技艺,传统技艺,2,4,2008,北京市、山东省,2,2
VIII-17,乌泥泾手工棉纺织技艺,传统技艺,1,1,2006,上海市,1,1
VIII-170,六味斋酱肉传统制作技艺,传统技艺,2,2,2008,山西省,1,1
VIII-171,都一处烧麦制作技艺,传统技艺,2,2,2008,北京市,1,1
VIII-172,聚春园佛跳墙制作技艺,传统技艺,2,2,2008,福建省,1,1
VIII-173,真不同洛阳水席制作技艺,传统技艺,2,2,2008,河南省,1,1
VIII-174,官式古建筑营造技艺(北京故宫),传统技艺,2,2,2008,中直单位,1,1
VIII-175,木拱桥传统营造技艺,传统技艺,2,2,2008,浙江省、福建省,4,4
VIII-176,石桥营造技艺,传统技艺,2,2,2008,浙江省,1,1
VIII-177,婺州传统民居营造技艺(诸葛村古村落营造技艺),传统技艺,2,2,2008,浙江省,4,4
VIII-178,徽派传统民居营造技艺,传统技艺,2,2,2008,安徽省,1,1
VIII-179,闽南传统民居营造技艺,传统技艺,2,4,2008,福建省,4,4
VIII-18,土家族织锦技艺,传统技艺,1,1,2006,湖南省,1,1
VIII-180,窑洞营造技艺,传统技艺,2,3,2008,山西省、河南省、甘肃省、陕西省,4,4
VIII-181,蒙古包营造技艺,传统技艺,2,5,2008,内蒙古自治区、青海省,4,4
VIII-182,黎族船型屋营造技艺,传统技艺,2,2,2008,海南省,1,1
VIII-183,哈萨克族毡房营造技艺,传统技艺,2,2,2008,新疆维吾尔自治区,1,1
VIII-184,俄罗斯族民居营造技艺,传统技艺,2,2,2008,新疆维吾尔自治区,1,1
VIII-185,撒拉族篱笆楼营造技艺,传统技艺,2,2,2008,青海省,1,1
VIII-186,藏族碉楼营造技艺,传统技艺,2,3,2008,四川省、青海省,4,4
VIII-187,越窑青瓷烧制技艺,传统技艺,3,3,2011,浙江省,3,3
VIII-188,建窑建盏烧制技艺,传统技艺,3,3,2011,福建省,1,1
VIII-189,汝瓷烧制技艺,传统技艺,3,3,2011,河南省,2,2
VIII-19,黎族传统纺染织绣技艺,传统技艺,1,1,2006,海南省,5,5
VIII-190,淄博陶瓷烧制技艺,传统技艺,3,3,2011,山东省,1,1
VIII-191,长沙窑铜官陶瓷烧制技艺,传统技艺,3,3,2011,湖南省,1,1
VIII-192,蓝夹缬技艺,传统技艺,3,3,2011,浙江省,1,1
VIII-193,中式服装制作技艺(龙凤旗袍手工制作技艺),传统技艺,3,5,2011,上海市、吉林省、浙江省、香港特别行政区,7,7
VIII-194,铅锡刻镂技艺,传统技艺,3,3,2011,湖北省,1,1
VIII-195,乌铜走银制作技艺,传统技艺,3,3,2011,云南省,1,1
VIII-196,银铜器制作及鎏金技艺,传统技艺,3,5,2011,内蒙古自治区、山西省、青海省,3,3
VIII-197,青铜器修复及复制技艺,传统技艺,3,5,2011,上海市、中直单位,2,2
VIII-198,国画颜料制作技艺(姜思序堂国画颜料制作技艺),传统技艺,3,3,2011,江苏省,1,1
VIII-199,藏族矿植物颜料制作技艺,传统技艺,3,3,2011,西藏自治区,1,1
VIII-2,界首彩陶烧制技艺,传统技艺,1,1,2006,安徽省,1,1
VIII-20,壮族织锦技艺,传统技艺,1,1,2006,广西壮族自治区,1,1
VIII-200,毛笔制作技艺(周虎臣毛笔制作技艺),传统技艺,3,5,2011,上海市、安徽省、江苏省、江西省,4,4
VIII-201,衡水法帖雕版拓印技艺,传统技艺,3,3,2011,河北省,1,1
VIII-202,古书画临摹复制技艺,传统技艺,3,3,2011,中直单位,1,1
VIII-203,白茶制作技艺(福鼎白茶制作技艺),传统技艺,3,3,2011,福建省,1,1
VIII-204,仿膳(清廷御膳)制作技艺,传统技艺,3,3,2011,北京市,1,1
VIII-205,直隶官府菜烹饪技艺,传统技艺,3,3,2011,河北省,1,1
VIII-206,孔府菜烹饪技艺,传统技艺,3,3,2011,山东省,1,1
VIII-207,五芳斋粽子制作技艺,传统技艺,3,3,2011,浙江省,1,1
VIII-208,北京四合院传统营造技艺,传统技艺,3,3,2011,中直单位,1,1
VIII-209,雁门民居营造技艺,传统技艺,3,3,2011,山西省,1,1
VIII-21,藏族邦典、卡垫织造技艺,传统技艺,1,1,2006,西藏自治区,2,2
VIII-210,石库门里弄建筑营造技艺,传统技艺,3,3,2011,上海市,1,1
VIII-211,土家族吊脚楼营造技艺,传统技艺,3,3,2011,湖北省、湖南省、重庆市,3,3
VIII-212,维吾尔族民居建筑技艺(阿依旺赛来民居营造技艺),传统技艺,3,3,2011,新疆维吾尔自治区,1,1
VIII-213,邢窑陶瓷烧制技艺,传统技艺,4,4,2014,河北省,1,1
VIII-214,婺州窑陶瓷烧制技艺,传统技艺,4,5,2014,浙江省,2,2
VIII-215,吉州窑陶瓷烧制技艺,传统技艺,4,4,2014,江西省,1,1
VIII-216,登封窑陶瓷烧制技艺,传统技艺,4,4,2014,河南省,1,1
VIII-217,当阳峪绞胎瓷烧制技艺,传统技艺,4,4,2014,河南省,1,1
VIII-218,潮州彩瓷烧制技艺,传统技艺,4,4,2014,广东省,1,1
VIII-219,陶瓷微书,传统技艺,4,4,2014,广东省,1,1
VIII-22,加牙藏族织毯技艺,传统技艺,1,1,2006,青海省,1,1
VIII-220,古陶瓷修复技艺,传统技艺,4,5,2014,上海市,2,2
VIII-221,藏族鎏钴技艺,传统技艺,4,4,2014,青海省,1,1
VIII-222,铜器制作技艺(大同铜器制作技艺),传统技艺,4,5,2014,山西省、新疆维吾尔自治区,2,2
VIII-223,古代钟表修复技艺,传统技艺,4,4,2014,中直单位,1,1
VIII-224,传统香制作技艺(药香制作技艺),传统技艺,4,5,2014,北京市、广东省、河北省、福建省,4,4
VIII-225,一得阁墨汁制作技艺,传统技艺,4,4,2014,北京市,1,1
VIII-226,奶制品制作技艺(察干伊德),传统技艺,4,4,2014,内蒙古自治区,1,1
VIII-227,辽菜传统烹饪技艺,传统技艺,4,4,2014,辽宁省,1,1
VIII-228,泡菜制作技艺(朝鲜族泡菜制作技艺),传统技艺,4,4,2014,吉林省,1,1
VIII-229,老汤精配制,传统技艺,4,4,2014,黑龙江省,1,1
VIII-23,维吾尔族花毡、印花布织染技艺,传统技艺,1,2,2006,新疆维吾尔自治区,4,4
VIII-230,上海本帮菜肴传统烹饪技艺,传统技艺,4,4,2014,上海市,1,1
VIII-231,传统制糖技艺(义乌红糖制作技艺),传统技艺,4,4,2014,浙江省,1,1
VIII-232,豆腐传统制作技艺,传统技艺,4,5,2014,安徽省、山东省,3,3
VIII-233,德州扒鸡制作技艺,传统技艺,4,4,2014,山东省,1,1
VIII-234,龙口粉丝传统制作技艺,传统技艺,4,4,2014,山东省,1,1
VIII-235,蒙自过桥米线制作技艺,传统技艺,4,4,2014,云南省,1,1
VIII-236,坎儿井开凿技艺,传统技艺,4,4,2014,新疆维吾尔自治区,1,1
VIII-237,古建筑模型制作技艺,传统技艺,4,4,2014,山西省,1,1
VIII-238,传统造园技艺(扬州园林营造技艺),传统技艺,4,4,2014,江苏省,1,1
VIII-239,古戏台营造技艺,传统技艺,4,4,2014,江西省,1,1
VIII-24,南通蓝印花布印染技艺,传统技艺,1,4,2006,江苏省、浙江省、湖南省,4,4
VIII-240,庐陵传统民居营造技艺,传统技艺,4,4,2014,江西省,1,1
VIII-241,古建筑修复技艺,传统技艺,4,4,2014,甘肃省,1,1
VIII-242,八义窑红绿彩瓷烧制技艺,传统技艺,5,5,2021,山西省,1,1
VIII-243,鲁山窑烧制技艺(鲁山花瓷烧制技艺),传统技艺,5,5,2021,河南省,1,1
VIII-244,北京蒙镶技艺,传统技艺,5,5,2021,北京市,1,1
VIII-245,缂丝织造技艺(定州缂丝织造技艺),传统技艺,5,5,2021,河北省,1,1
VIII-246,花边制作技艺(萧山花边制作技艺),传统技艺,5,5,2021,浙江省,1,1
VIII-247,彩带编织技艺(畲族彩带编织技艺),传统技艺,5,5,2021,浙江省,1,1
VIII-248,丝绸染织技艺(周村丝绸染织技艺),传统技艺,5,5,2021,山东省,1,1
VIII-249,佤族织锦技艺,传统技艺,5,5,2021,云南省,1,1
VIII-25,苗族蜡染技艺,传统技艺,1,5,2006,四川省、贵州省,5,5
VIII-250,铸铁技艺(永康铸铁技艺),传统技艺,5,5,2021,浙江省,1,1
VIII-251,青铜器制作技艺(青铜编钟制作技艺),传统技艺,5,5,2021,湖北省,1,1
VIII-252,刀剑锻制技艺(七台河刀剑锻制技艺),传统技艺,5,5,2021,黑龙江省,1,1
VIII-253,银胎掐丝珐琅器制作技艺(永胜珐琅银器制作技艺),传统技艺,5,5,2021,云南省,1,1
VIII-254,金镶玉制作技艺(郏县金镶玉制作技艺),传统技艺,5,5,2021,河南省,1,1
VIII-255,制漆技艺(坝漆制作技艺),传统技艺,5,5,2021,湖北省,1,1
VIII-256,书画毡制作技艺(定兴书画毡制作技艺),传统技艺,5,5,2021,河北省,1,1
VIII-257,简牍制作技艺(楚简制作技艺),传统技艺,5,5,2021,湖北省,1,1
VIII-258,麻纸制作技艺(西和麻纸制作技艺),传统技艺,5,5,2021,甘肃省,1,1
VIII-259,传统书籍装帧技艺,传统技艺,5,5,2021,中直单位,1,1
VIII-26,白族扎染技艺,传统技艺,1,2,2006,云南省、四川省,2,2
VIII-260,宫廷传统囊匣制作技艺,传统技艺,5,5,2021,中直单位,1,1
VIII-261,脂粉制作技艺(谢馥春脂粉制作技艺),传统技艺,5,5,2021,江苏省,1,1
VIII-262,骨器制作技艺(白沙黎族骨器制作技艺),传统技艺,5,5,2021,海南省,1,1
VIII-263,云南围棋子(云子、永子)制作技艺,传统技艺,5,5,2021,云南省,1,1
VIII-264,擦擦制作技艺(拉萨擦擦制作技艺),传统技艺,5,5,2021,西藏自治区,1,1
VIII-265,葫芦制作技艺(天津葫芦制作技艺),传统技艺,5,5,2021,天津市、山西省,2,2
VIII-266,严东关五加皮酿酒技艺,传统技艺,5,5,2021,浙江省,1,1
VIII-267,黄茶制作技艺(君山银针茶制作技艺),传统技艺,5,5,2021,湖南省,1,1
VIII-268,德昂族酸茶制作技艺,传统技艺,5,5,2021,云南省,1,1
VIII-269,中餐烹饪技艺与食俗,传统技艺,5,5,2021,中直单位,1,1
VIII-27,香山帮传统建筑营造技艺,传统技艺,1,1,2006,江苏省,1,1
VIII-270,徽菜烹饪技艺,传统技艺,5,5,2021,安徽省,1,1
VIII-271,潮州菜烹饪技艺,传统技艺,5,5,2021,广东省,1,1
VIII-272,川菜烹饪技艺,传统技艺,5,5,2021,四川省,1,1
VIII-273,食用油传统制作技艺(大名小磨香油制作技艺),传统技艺,5,5,2021,河北省,1,1
VIII-274,果脯蜜饯制作技艺(北京果脯传统制作技艺),传统技艺,5,5,2021,北京市、湖南省,2,2
VIII-275,梨膏糖制作技艺(上海梨膏糖制作技艺),传统技艺,5,5,2021,上海市,1,1
VIII-276,小吃制作技艺(沙县小吃制作技艺),传统技艺,5,5,2021,河南省、湖南省、福建省,3,3
VIII-277,米粉制作技艺(沙河粉传统制作技艺),传统技艺,5,5,2021,广东省、广西壮族自治区,3,3
VIII-278,龟苓膏配制技艺,传统技艺,5,5,2021,广西壮族自治区,1,1
VIII-279,凯里酸汤鱼制作技艺,传统技艺,5,5,2021,贵州省,1,1
VIII-28,客家土楼营造技艺,传统技艺,1,4,2006,江西省、福建省,4,4
VIII-280,土生葡人美食烹饪技艺,传统技艺,5,5,2021,澳门特别行政区,1,1
VIII-281,水碓营造技艺(景德镇瓷业水碓营造技艺),传统技艺,5,5,2021,江西省,1,1
VIII-282,盘炕技艺(桓仁盘炕技艺),传统技艺,5,5,2021,辽宁省,1,1
VIII-283,潮汕古建筑营造技艺,传统技艺,5,5,2021,广东省,1,1
VIII-284,彝族传统建筑营造技艺(凉山彝族传统民居营造技艺),传统技艺,5,5,2021,四川省,1,1
VIII-285,传统帐篷编制技艺(巴青牛毛帐篷编制技艺),传统技艺,5,5,2021,西藏自治区、青海省,2,2
VIII-286,关中传统民居营造技艺,传统技艺,5,5,2021,陕西省,1,1
VIII-287,固原传统建筑营造技艺,传统技艺,5,5,2021,宁夏回族自治区,1,1
VIII-29,景德镇传统瓷窑作坊营造技艺,传统技艺,1,1,2006,江西省,1,1
VIII-3,石湾陶塑技艺,传统技艺,1,1,2006,广东省,1,1
VIII-30,侗族木构建筑营造技艺,传统技艺,1,5,2006,广西壮族自治区、湖南省、贵州省,5,5
VIII-31,苗寨吊脚楼营造技艺,传统技艺,1,1,2006,贵州省,1,1
VIII-32,苏州御窑金砖制作技艺,传统技艺,1,1,2006,江苏省,1,1
VIII-33,苗族芦笙制作技艺,传统技艺,1,1,2006,云南省、贵州省,2,2
VIII-34,玉屏箫笛制作技艺,传统技艺,1,1,2006,贵州省,1,1
VIII-35,阳城生铁冶铸技艺,传统技艺,1,4,2006,山西省、河北省、甘肃省,3,3
VIII-36,南京金箔锻制技艺,传统技艺,1,1,2006,江苏省,1,1
VIII-37,龙泉宝剑锻制技艺,传统技艺,1,4,2006,河南省、浙江省,2,2
VIII-38,张小泉剪刀锻制技艺,传统技艺,1,2,2006,北京市、浙江省,2,2
VIII-39,芜湖铁画锻制技艺,传统技艺,1,1,2006,安徽省,1,1
VIII-4,黎族原始制陶技艺,传统技艺,1,1,2006,海南省,1,1
VIII-40,苗族银饰锻制技艺,传统技艺,1,4,2006,云南省、四川省、湖南省、福建省、贵州省,9,9
VIII-41,阿昌族户撒刀锻制技艺,传统技艺,1,1,2006,云南省,1,1
VIII-42,保安族腰刀锻制技艺,传统技艺,1,1,2006,甘肃省,1,1
VIII-43,景泰蓝制作技艺,传统技艺,1,4,2006,北京市、河北省,2,2
VIII-44,聚元号弓箭制作技艺,传统技艺,1,3,2006,内蒙古自治区、北京市、新疆维吾尔自治区,3,3
VIII-45,明式家具制作技艺,传统技艺,1,5,2006,北京市、山西省、广东省、江苏省、福建省,7,7
VIII-46,蒙古族勒勒车制作技艺,传统技艺,1,2,2006,内蒙古自治区,2,2
VIII-47,拉萨甲米水磨坊制作技艺,传统技艺,1,1,2006,西藏自治区,1,1
VIII-48,兰州黄河大水车制作技艺,传统技艺,1,1,2006,甘肃省,1,1
VIII-49,万安罗盘制作技艺,传统技艺,1,1,2006,安徽省,1,1
VIII-5,傣族慢轮制陶技艺,传统技艺,1,1,2006,云南省,1,1
VIII-50,雕漆技艺,传统技艺,1,2,2006,北京市、甘肃省,2,2
VIII-51,平遥推光漆器髹饰技艺,传统技艺,1,1,2006,山西省,1,1
VIII-52,扬州漆器髹饰技艺,传统技艺,1,1,2006,江苏省,1,1
VIII-53,天台山干漆夹苎技艺,传统技艺,1,1,2006,浙江省,1,1
VIII-54,福州脱胎漆器髹饰技艺,传统技艺,1,1,2006,福建省,1,1
VIII-55,厦门漆线雕技艺,传统技艺,1,1,2006,福建省,1,1
VIII-56,成都漆艺,传统技艺,1,1,2006,四川省,1,1
VIII-57,茅台酒酿制技艺,传统技艺,1,1,2006,贵州省,1,1
VIII-58,泸州老窖酒酿制技艺,传统技艺,1,1,2006,四川省,1,1
VIII-59,杏花村汾酒酿制技艺,传统技艺,1,1,2006,山西省,1,1
VIII-6,维吾尔族模制法土陶烧制技艺,传统技艺,1,2,2006,北京市、新疆维吾尔自治区,4,4
VIII-60,绍兴黄酒酿制技艺,传统技艺,1,1,2006,浙江省,1,1
VIII-61,清徐老陈醋酿制技艺,传统技艺,1,5,2006,四川省、天津市、宁夏回族自治区、山西省、贵州省,7,7
VIII-62,镇江恒顺香醋酿制技艺,传统技艺,1,1,2006,江苏省,1,1
VIII-63,武夷岩茶(大红袍)制作技艺,传统技艺,1,1,2006,福建省,1,1
VIII-64,自贡井盐深钻汲制技艺,传统技艺,1,1,2006,四川省,2,2
VIII-65,宣纸制作技艺,传统技艺,1,1,2006,安徽省,1,1
VIII-66,铅山连四纸制作技艺,传统技艺,1,1,2006,江西省,1,1
VIII-67,皮纸制作技艺,传统技艺,1,4,2006,山西省、浙江省、贵州省,5,5
VIII-68,傣族、纳西族手工造纸技艺,传统技艺,1,1,2006,云南省,2,2
VIII-69,藏族造纸技艺,传统技艺,1,1,2006,西藏自治区,1,1
VIII-7,景德镇手工制瓷技艺,传统技艺,1,1,2006,江西省,1,1
VIII-70,维吾尔族桑皮纸制作技艺,传统技艺,1,2,2006,安徽省、新疆维吾尔自治区,3,3
VIII-71,竹纸制作技艺,传统技艺,1,4,2006,四川省、浙江省、湖南省、福建省,6,6
VIII-72,湖笔制作技艺,传统技艺,1,1,2006,浙江省,1,1
VIII-73,徽墨制作技艺,传统技艺,1,3,2006,上海市、安徽省,4,4
VIII-74,歙砚制作技艺,传统技艺,1,1,2006,安徽省、江西省,2,2
VIII-75,端砚制作技艺,传统技艺,1,1,2006,广东省,1,1
VIII-76,金星砚制作技艺,传统技艺,1,1,2006,江西省,1,1
VIII-77,木版水印技艺,传统技艺,1,4,2006,上海市、中直单位、浙江省,3,3
VIII-78,雕版印刷技艺,传统技艺,1,3,2006,江苏省、浙江省、福建省、青海省,4,4
VIII-79,金陵刻经印刷技艺,传统技艺,1,1,2006,江苏省,1,1
VIII-8,耀州窑陶瓷烧制技艺,传统技艺,1,1,2006,陕西省,1,1
VIII-80,德格印经院藏族雕版印刷技艺,传统技艺,1,2,2006,四川省、西藏自治区,2,2
VIII-81,制扇技艺,传统技艺,1,5,2006,四川省、安徽省、江苏省、浙江省、湖南省、重庆市,6,6
VIII-82,剧装戏具制作技艺,传统技艺,1,5,2006,北京市、天津市、江苏省,4,4
VIII-83,桦树皮制作技艺,传统技艺,1,2,2006,内蒙古自治区、黑龙江省,4,4
VIII-84,黎族树皮布制作技艺,传统技艺,1,1,2006,海南省,1,1
