inheritor_id,name,gender,ethnicity,project_code,project_code_raw,child_num,project_name,category,region_raw,province,inheritor_batch_no,publish_year,source_url,collected_at,raw_record_id
inheritor_2405,华国秀,女,,V-76,V-76,V-076_02_500101,四川竹琴,曲艺,重庆市三峡曲艺团,重庆市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2405
inheritor_2406,程永玲,女,,V-77,V-77,V-077_02_510106,四川清音,曲艺,四川省成都艺术剧院,四川省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2406
inheritor_2407,肖顺瑜,女,,V-77,V-77,V-077_02_510106,四川清音,曲艺,四川省成都艺术剧院,四川省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2407
inheritor_2408,朱顺根,男,,V-78,V-78,V-078_02_330700,金华道情,曲艺,浙江省金华市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2408
inheritor_2409,叶英盛,男,,V-78,V-78,V-078_02_330782,金华道情,曲艺,浙江省义乌市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2409
inheritor_2410,何云根,男,,V-83,V-83,V-083_02_330621,绍兴宣卷,曲艺,浙江省绍兴县,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2410
inheritor_2411,戴春兰,女,,V-84,V-84,V-084_02_330302,温州莲花,曲艺,浙江省温州市鹿城区,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2411
inheritor_2412,谭柏树,男,,V-88,V-88,V-088_02_500103,车灯,曲艺,重庆市曲艺团,重庆市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2412
inheritor_2413,黄吉森,男,,V-88,V-88,V-088_02_500103,车灯,曲艺,重庆市曲艺团,重庆市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2413
inheritor_2414,邹忠新,男,,V-91,V-91,V-091_02_510100,金钱板,曲艺,四川省成都市,四川省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2414
inheritor_2415,张徐,男,,V-91,V-91,V-091_02_510100,金钱板,曲艺,四川省成都市,四川省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2415
inheritor_2416,刘钧,男,,V-92,V-92,V-092_02_630100,青海平弦,曲艺,青海省西宁市,青海省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2416
inheritor_2417,李得顺,男,,V-93,V-93,V-093_02_630100,青海越弦,曲艺,青海省西宁市,青海省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=12,2026-08-06T10:35:38+00:00,2417
inheritor_2523,陈新发,男,,VI-6,VI-6,VI-006_01_350900,宁德霍童线狮,传统体育、游艺与杂技,福建省宁德市,福建省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2523
inheritor_2524,胡金超,男,,VI-6,VI-6,VI-006_02_330784,线狮(九狮图),传统体育、游艺与杂技,浙江省永康市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2524
inheritor_2526,陈敬宇,男,,VI-10,VI-10,VI-010_02_130900b,沧沧州武术(燕青拳),传统体育、游艺与杂技,河北省沧州市,河北省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2526
inheritor_2527,吴连枝,男,,VI-10,VI-10,VI-010_02_130900c,沧州武术(孟村八极拳),传统体育、游艺与杂技,河北省沧州市,河北省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2527
inheritor_2528,杨振国,男,,VI-11,VI-11,VI-011_01_130429,太极拳(杨氏太极拳),传统体育、游艺与杂技,河北省永年县,河北省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2528
inheritor_2530,陈正雷,男,,VI-11,VI-11,VI-011_01_410800,太极拳(陈氏太极拳),传统体育、游艺与杂技,河南省焦作市,河南省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2530
inheritor_2531,任文柱,男,,VI-25,VI-25,VI-025_02_131000,八卦掌,传统体育、游艺与杂技,河北省廊坊市,河北省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2531
inheritor_2532,陈正耀,男,,VI-27,VI-27,VI-027_02_130638,鹰爪翻子拳,传统体育、游艺与杂技,河北省雄县,河北省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2532
inheritor_2533,马德行,男,,VI-28,VI-28,VI-028_02_410822,八极拳(月山八极拳),传统体育、游艺与杂技,河南省博爱县,河南省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2533
inheritor_2534,梁晓峰,男,,VI-29,VI-29,VI-029_02_140700,心意拳,传统体育、游艺与杂技,山西省晋中市,山西省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2534
inheritor_2535,买西山,男,,VI-30,VI-30,VI-030_02_411600,心意六合拳,传统体育、游艺与杂技,河南省周口市,河南省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2535
inheritor_2536,吕延芝,女,,VI-30,VI-30,VI-030_02_411600,心意六合拳,传统体育、游艺与杂技,河南省周口市,河南省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2536
inheritor_2537,苌红军,男,,VI-34,VI-34,VI-034_02_410182,苌家拳,传统体育、游艺与杂技,河南省荥阳市,河南省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2537
inheritor_2538,热合曼库力·尕夏,男,,VI-37,VI-37,VI-037_02_653131,马球(塔吉克族马球),传统体育、游艺与杂技,新疆维吾尔自治区塔什库尔干塔吉克自治县,新疆维吾尔自治区,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2538
inheritor_2539,哈森其其格,女,,VI-40,VI-40,VI-040_02_150724,鄂温克抢枢,传统体育、游艺与杂技,内蒙古自治区鄂温克族自治旗,内蒙古自治区,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2539
inheritor_2540,崔富海,男,,VI-41,VI-41,VI-041_02_140900,挠羊赛,传统体育、游艺与杂技,山西省忻州市,山西省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2540
inheritor_2541,金寿昌,男,,VI-54,VI-54,VI-054_02_330600,调吊,传统体育、游艺与杂技,浙江省绍兴市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2541
inheritor_2668,房志达,男,,VII-3,VII-3,VII-003_01_320500,桃花坞木版年画,传统美术,江苏省苏州市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2668
inheritor_2669,刘守本,男,,VII-15,VII-15,VII-015_02_110102,内画(北京内画鼻烟壶),传统美术,北京市西城区,北京市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2669
inheritor_2670,陈永才,男,,VII-16,VII-16,VII-016_01_440600,剪纸(广东剪纸),传统美术,广东省佛山市,广东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2670
inheritor_2671,倪秀梅,女,,VII-16,VII-16,VII-016_02_230124,剪纸(方正剪纸),传统美术,黑龙江省方正县,黑龙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2671
inheritor_2672,张方林,男,,VII-16,VII-16,VII-016_02_320100,剪纸(南京剪纸),传统美术,江苏省南京市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2672
inheritor_2673,王桂英,女,,VII-16,VII-16,VII-016_02_320300,剪纸(徐州剪纸),传统美术,江苏省徐州市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2673
inheritor_2674,杨兆群,男,,VII-16,VII-16,VII-016_02_320482,剪纸(金坛刻纸),传统美术,江苏省金坛市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2674
inheritor_2675,吴善增,男,,VII-16,VII-16,VII-016_02_330726,剪纸(浦江剪纸),传统美术,浙江省浦江县,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2675
inheritor_2676,陈秋日,女,,VII-16,VII-16,VII-016_02_350623,剪纸(漳浦剪纸),传统美术,福建省漳浦县,福建省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2676
inheritor_2677,袁秀莹,女,,VII-16,VII-16,VII-016_02_350926,剪纸(柘荣剪纸),传统美术,福建省柘荣县,福建省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2677
inheritor_2678,刘诗英,女,,VII-16,VII-16,VII-016_02_360481,剪纸(瑞昌剪纸),传统美术,江西省瑞昌市,江西省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2678
inheritor_2679,范祚信,男,,VII-16,VII-16,VII-016_02_370785,剪纸(高密剪纸),传统美术,山东省高密市,山东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2679
inheritor_2680,栾淑荣,女,,VII-16,VII-16,VII-016_02_370600,剪纸(烟台剪纸),传统美术,山东省烟台市,山东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2680
inheritor_2681,杨春枝,女,,VII-16,VII-16,VII-016_02_411224,剪纸(卢氏剪纸),传统美术,河南省卢氏县,河南省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2681
inheritor_2682,张家忠,男,,VII-16,VII-16,VII-016_02_420700,剪纸(鄂州雕花剪纸),传统美术,湖北省鄂州市,湖北省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2682
inheritor_2683,胡敬先,男,,VII-16,VII-16,VII-016_02_429004,剪纸(仙桃雕花剪纸),传统美术,湖北省仙桃市,湖北省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2683
inheritor_2684,邓兴隆,男,,VII-16,VII-16,VII-016_02_433122,剪纸(踏虎凿花),传统美术,湖南省泸溪县,湖南省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2684
inheritor_2685,姚建萍,女,,VII-18,VII-18,VII-018_01_320500,苏绣,传统美术,江苏省苏州市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2685
inheritor_2686,赵红育,女,,VII-18,VII-18,VII-018_02_320200,苏绣(无锡精微绣),传统美术,江苏省无锡市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2686
inheritor_2687,金蕾蕾,女,,VII-18,VII-18,VII-018_02_320600,苏绣(南通仿真绣),传统美术,江苏省南通市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2687
inheritor_2688,康宁,女,,VII-21,VII-21,VII-021_02_500103,蜀绣,传统美术,重庆市渝中区,重庆市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2688
inheritor_2689,倪东方,男,,VII-33,VII-33,VII-033_01_331121,青田石雕,传统美术,浙江省青田县,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2689
inheritor_2690,王金生,男,,VII-37,VII-37,VII-037_01_341000,徽州三雕,传统美术,安徽省黄山市,安徽省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2690
inheritor_2691,俞有桂,男,,VII-37,VII-37,VII-037_01_361130,徽州三雕(婺源三雕),传统美术,江西省婺源县,江西省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2691
inheritor_2692,陈盖洪,男,,VII-41,VII-41,VII-041_01_330200,宁波朱金漆木雕,传统美术,浙江省宁波市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2692
inheritor_2693,王笃纯,男,,VII-42,VII-42,VII-042_01_330382,乐清黄杨木雕,传统美术,浙江省乐清市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2693
inheritor_2694,黄义罗,男,,VII-44,VII-44,VII-044_02_350500,木偶头雕刻(江加走木偶头雕刻),传统美术,福建省泉州市,福建省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2694
inheritor_2695,乔锦洪,男,,VII-46,VII-46,VII-046_02_320200,竹刻(无锡留青竹刻),传统美术,江苏省无锡市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2695
inheritor_2696,徐秉方,男,,VII-46,VII-46,VII-046_02_320400,竹刻(常州留青竹刻),传统美术,江苏省常州市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2696
inheritor_2697,罗启松,男,,VII-46,VII-46,VII-046_02_331003,竹刻(黄岩翻簧竹雕),传统美术,浙江省台州市黄岩区,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2697
inheritor_2698,吴玉成,男,,VII-47,VII-47,VII-047_02_130229,泥塑(玉田泥塑),传统美术,河北省玉田县,河北省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2698
inheritor_2699,吴光让,男,,VII-47,VII-47,VII-047_02_445103,泥塑(大吴泥塑),传统美术,广东省潮安县,广东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2699
inheritor_2700,徐兴国,男,,VII-47,VII-47,VII-047_02_510923,泥塑(徐氏泥彩塑),传统美术,四川省大英县,四川省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2700
inheritor_2701,杨栖鹤,男,,VII-47,VII-47,VII-047_02_640423,泥塑(杨氏家庭泥塑),传统美术,宁夏回族自治区隆德县,宁夏回族自治区,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2701
inheritor_2702,尕藏尖措,男,,VII-48,VII-48,VII-048_01_630122,塔尔寺酥油花,传统美术,青海省湟中县,青海省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2702
inheritor_2703,西合道,男,,VII-49,VII-49,VII-049_01_632321,热贡艺术,传统美术,青海省同仁县,青海省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2703
inheritor_2704,娘本,男,,VII-49,VII-49,VII-049_01_632321,热贡艺术,传统美术,青海省同仁县,青海省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2704
inheritor_2705,夏吾角,男,,VII-49,VII-49,VII-049_01_632321,热贡艺术,传统美术,青海省同仁县,青海省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2705
inheritor_2706,罗藏旦巴,男,,VII-49,VII-49,VII-049_01_632321,热贡艺术,传统美术,青海省同仁县,青海省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2706
inheritor_2707,张金培,男,,VII-50,VII-50,VII-050_01_441900,灯彩(东莞千角灯),传统美术,广东省东莞市,广东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2707
inheritor_2708,何伟福,男,,VII-50,VII-50,VII-050_02_310101,灯彩(上海灯彩),传统美术,上海市卢湾区,上海市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2708
inheritor_2709,陈柏华,男,,VII-50,VII-50,VII-050_02_321183,灯彩(秦淮灯彩),传统美术,江苏省句容市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2709
inheritor_2710,邓辉,男,,VII-50,VII-50,VII-050_02_440600,灯彩(佛山彩灯),传统美术,广东省佛山市,广东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2710
inheritor_2711,林汉彬,男,,VII-50,VII-50,VII-050_02_445102,灯彩(潮州花灯),传统美术,广东省潮州市湘桥区,广东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2711
inheritor_2712,何福礼,男,,VII-51,VII-51,VII-051_02_330783,竹编(东阳竹编),传统美术,浙江省东阳市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2712
inheritor_2713,宋增礼,男,,VII-51,VII-51,VII-051_02_360481,竹编(瑞昌竹编),传统美术,江西省瑞昌市,江西省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2713
inheritor_2714,牟秉衡,男,,VII-51,VII-51,VII-051_02_500228,竹编(梁平竹帘),传统美术,重庆市梁平县,重庆市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2714
inheritor_2715,郎志丽,女,,VII-52,VII-52,VII-052_02_110108,面人(北京面人郎),传统美术,北京市海淀区,北京市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2715
inheritor_2716,赵艳林,女,,VII-52,VII-52,VII-052_02_310104,面人(上海面人赵),传统美术,上海工艺美术研究所,上海市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2716
inheritor_2717,李金城,男,,VII-52,VII-52,VII-052_02_371702,面人(曹州面人),传统美术,山东省菏泽市牡丹区,山东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2717
inheritor_2718,喻芳泽,男,,VII-54,VII-54,VII-054_02_360429,草编(湖口草龙),传统美术,江西省湖口县,江西省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2718
inheritor_2719,钱高潮,男,,VII-56,VII-56,VII-056_02_330185,石雕(鸡血石雕),传统美术,浙江省临安市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2719
inheritor_2720,贡保才旦,男,,VII-56,VII-56,VII-056_02_632323,石雕(泽库和日寺石刻),传统美术,青海省泽库县,青海省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2720
inheritor_2721,宋世义,男,,VII-57,VII-57,VII-057_02_110101,玉雕(北京玉雕),传统美术,北京市玉器厂,北京市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2721
inheritor_2722,仵海洲,男,,VII-57,VII-57,VII-057_02_411324,玉雕(镇平玉雕),传统美术,河南省镇平县,河南省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2722
inheritor_2723,高兆华,男,,VII-57,VII-57,VII-057_02_440103,玉雕(广州玉雕),传统美术,广东省广州市荔湾区,广东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2723
inheritor_2724,颜景新,男,,VII-58,VII-58,VII-058_02_370881,木雕(曲阜楷木雕刻),传统美术,山东省曲阜市,山东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2724
inheritor_2725,龙从发,男,,VII-58,VII-58,VII-058_02_420104,木雕(武汉木雕船模),传统美术,湖北省武汉市硚口区,湖北省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2725
inheritor_2726,宋水官,男,,VII-59,VII-59,VII-059_02_320500,核雕(光福核雕),传统美术,江苏省苏州市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2726
inheritor_2727,王绪德,男,,VII-59,VII-59,VII-059_02_370700,核雕(潍坊核雕),传统美术,山东省潍坊市,山东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2727
inheritor_2728,黄学文,男,,VII-59,VII-59,VII-059_02_440183,核雕(广州榄雕),传统美术,广东省增城市,广东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2728
inheritor_2729,应业根,男,,VII-62,VII-62,VII-062_02_330784,锡雕,传统美术,浙江省永康市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2729
inheritor_2730,查·巴智,男,,VII-64,VII-64,VII-064_02_632600,藏文书法(果洛德昂洒智),传统美术,青海省果洛藏族自治州,青海省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2730
inheritor_2731,聂方俊,男,,VII-66,VII-66,VII-066_02_433123,彩扎(凤凰纸扎),传统美术,湖南省凤凰县,湖南省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2731
inheritor_2732,徐艳丰,男,,VII-66,VII-66,VII-066_02_131023,彩扎(秸秆扎刻),传统美术,河北省永清县,河北省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2732
inheritor_2733,周廷义,男,,VII-66,VII-66,VII-066_02_130400,彩扎(彩布拧台),传统美术,河北省邯郸市,河北省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2733
inheritor_2734,石荣圣,男,,VII-66,VII-66,VII-066_02_320382,彩扎(邳州纸塑狮子头),传统美术,江苏省邳州市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2734
inheritor_2735,黎伟,男,,VII-66,VII-66,VII-066_02_440600,彩扎(佛山狮头),传统美术,广东省佛山市,广东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2735
inheritor_2736,黄德清,男,,VII-67,VII-67,VII-067_02_330382,龙档(乐清龙档),传统美术,浙江省乐清市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2736
inheritor_2737,金松群,男,,VII-68,VII-68,VII-068_02_320400,常州梳篦,传统美术,江苏省常州市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2737
inheritor_2738,金铁铃,男,,VII-70,VII-70,VII-070_02_110101,北京绢花,传统美术,北京市崇文区,北京市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2738
inheritor_2739,王素花,女,,VII-74,VII-74,VII-074_02_410200,汴绣,传统美术,河南省开封市,河南省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2739
inheritor_2740,汪国芳,女,,VII-76,VII-76,VII-076_02_513221,羌族刺绣,传统美术,四川省汶川县,四川省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2740
inheritor_2741,邢兰香,女,,VII-84,VII-84,VII-084_02_110101,料器(北京料器),传统美术,北京京城百工坊艺术品有限公司,北京市,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2741
inheritor_2742,周锦云,男,,VII-85,VII-85,VII-085_02_330300,瓯塑,传统美术,浙江省温州市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2742
inheritor_2743,谢学运,男,,VII-86,VII-86,VII-086_02_371726,砖塑(鄄城砖塑),传统美术,山东省鄄城县,山东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2743
inheritor_2744,樊德然,男,,VII-88,VII-88,VII-088_02_510100,糖塑(成都糖画),传统美术,四川省成都市,四川省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2744
inheritor_2745,缪成金,男,,VII-91,VII-91,VII-091_02_330302,镶嵌(彩石镶嵌),传统美术,浙江省温州市鹿城区,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2745
inheritor_2746,陈明伟,男,,VII-91,VII-91,VII-091_02_330200,镶嵌(骨木镶嵌),传统美术,浙江省宁波市,浙江省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2746
inheritor_2747,廖惠林,男,,VII-92,VII-92,VII-092_02_440705,新会葵艺,传统美术,广东省江门市新会区,广东省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2747
inheritor_2748,赵庆泉,男,,VII-94,VII-94,VII-094_02_321000,盆景技艺(扬派盆景技艺),传统美术,江苏省扬州市,江苏省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2748
inheritor_2749,李云义,男,,VII-96,VII-96,VII-096_02_532901,建筑彩绘(白族民居彩绘),传统美术,云南省大理市,云南省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2749
inheritor_2750,李生斌,男,,VII-96,VII-96,VII-096_02_610000,建筑彩绘(陕北匠艺丹青),传统美术,陕西省,陕西省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=13,2026-08-06T10:35:40+00:00,2750
inheritor_3052,陈圣发,男,,VIII-7,VIII-7,VIII-007_01_360200,景德镇手工制瓷技艺,传统技艺,江西省景德镇市,江西省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=14,2026-08-06T10:35:42+00:00,3052
inheritor_3053,王炎生,男,,VIII-7,VIII-7,VIII-007_01_360200,景德镇手工制瓷技艺,传统技艺,江西省景德镇市,江西省,3,2009,http://www.ihchina.cn/art/representative.html?limit=100&p=14,2026-08-06T10:35:42+00:00,3053
