inheritor_id,name,project_code,child_num,province,match_status,matched_subitem_id,reason
inheritor_1571,曾国林,IV-14,IV-014_01_361030,江西省,matched,subitem_13163,child_num 精确匹配
inheritor_1572,彭美英,IV-15,IV-015_01_441581,广东省,matched,subitem_13164,child_num 精确匹配
inheritor_1573,黄壮营,IV-15,IV-015_01_441581,广东省,matched,subitem_13164,child_num 精确匹配
inheritor_1574,陶和清,IV-17,IV-017_01_610700,陕西省,matched,subitem_13170,child_num 精确匹配
inheritor_1575,许新萍,IV-17,IV-017_01_610700,陕西省,matched,subitem_13170,child_num 精确匹配
inheritor_1576,李天明,IV-17,IV-017_01_610700,陕西省,matched,subitem_13170,child_num 精确匹配
inheritor_1577,牛桂英,IV-18,IV-018_01_140000,山西省,matched,subitem_13171,child_num 精确匹配
inheritor_1578,郭彩萍,IV-18,IV-018_01_140000,山西省,matched,subitem_13171,child_num 精确匹配
inheritor_1579,王爱爱,IV-18,IV-018_01_140000,山西省,matched,subitem_13171,child_num 精确匹配
inheritor_1580,武忠,IV-18,IV-018_01_140000,山西省,matched,subitem_13171,child_num 精确匹配
inheritor_1581,张峰,IV-19,IV-019_01_141000,山西省,matched,subitem_13178,child_num 精确匹配
inheritor_1582,任跟心,IV-19,IV-019_01_141000,山西省,matched,subitem_13178,child_num 精确匹配
inheritor_1583,郭泽民,IV-19,IV-019_01_141000,山西省,matched,subitem_13178,child_num 精确匹配
inheritor_1584,武俊英,IV-19,IV-019_01_140800,山西省,matched,subitem_13177,child_num 精确匹配
inheritor_1585,王秀兰,IV-19,IV-019_01_140800,山西省,matched,subitem_13177,child_num 精确匹配
inheritor_1586,李万林,IV-20,IV-020_01_140900,山西省,matched,subitem_13179,child_num 精确匹配
inheritor_1587,翟效安,IV-20,IV-020_01_140900,山西省,matched,subitem_13179,child_num 精确匹配
inheritor_1588,马正瑞,IV-21,IV-021_01_140500,山西省,matched,subitem_13181,child_num 精确匹配
inheritor_1589,齐花坦,IV-22,IV-022_01_130000,河北省,matched,subitem_13183,child_num 精确匹配
inheritor_1590,张惠云,IV-22,IV-022_01_130000,河北省,matched,subitem_13183,child_num 精确匹配
inheritor_1591,裴艳玲,IV-22,IV-022_01_130000,河北省,matched,subitem_13183,child_num 精确匹配
inheritor_1592,马金凤,IV-23,IV-023_01_410000,河南省,matched,subitem_13186,child_num 精确匹配
inheritor_1593,张宝英,IV-23,IV-023_01_410000,河南省,matched,subitem_13186,child_num 精确匹配
inheritor_1594,虎美玲,IV-23,IV-023_01_410000,河南省,matched,subitem_13186,child_num 精确匹配
inheritor_1595,吴碧波,IV-23,IV-023_01_410000,河南省,matched,subitem_13186,child_num 精确匹配
inheritor_1596,贾廷聚,IV-23,IV-023_01_410000,河南省,matched,subitem_13186,child_num 精确匹配
inheritor_1597,张梅贞,IV-23,IV-023_01_410000,河南省,matched,subitem_13186,child_num 精确匹配
inheritor_1598,李树建,IV-23,IV-023_01_410000,河南省,matched,subitem_13186,child_num 精确匹配
inheritor_1599,周成顺,IV-24,IV-024_01_411325,河南省,matched,subitem_13188,child_num 精确匹配
inheritor_1600,程建坤,IV-24,IV-024_01_411325,河南省,matched,subitem_13188,child_num 精确匹配
inheritor_1601,赵玉清,IV-25,IV-025_01_410882,河南省,matched,subitem_13189,child_num 精确匹配
inheritor_1602,郭全仁,IV-25,IV-025_01_410882,河南省,matched,subitem_13189,child_num 精确匹配
inheritor_1603,张相彬,IV-26,IV-026_01_410928,河南省,matched,subitem_13192,child_num 精确匹配
inheritor_1604,魏守现,IV-26,IV-026_01_410526,河南省,matched,subitem_13190,child_num 精确匹配
inheritor_1605,杜学周,IV-26,IV-026_01_410726,河南省,matched,subitem_13191,child_num 精确匹配
inheritor_1606,曹秀芝,IV-26,IV-026_01_410726,河南省,matched,subitem_13191,child_num 精确匹配
inheritor_1607,何全志,IV-27,IV-027_01_411600,河南省,matched,subitem_13197,child_num 精确匹配
inheritor_1608,李世济,IV-28,IV-028_01_110102,未知,matched,subitem_13202,child_num 精确匹配
inheritor_1609,张春华,IV-28,IV-028_01_110102,未知,matched,subitem_13202,child_num 精确匹配
inheritor_1610,刘秀荣,IV-28,IV-028_01_110102,未知,matched,subitem_13202,child_num 精确匹配
inheritor_1611,刘长瑜,IV-28,IV-028_01_110102,未知,matched,subitem_13202,child_num 精确匹配
inheritor_1612,李金泉,IV-28,IV-028_01_110102,未知,matched,subitem_13202,child_num 精确匹配
inheritor_1613,杜近芳,IV-28,IV-028_01_110102,未知,matched,subitem_13202,child_num 精确匹配
inheritor_1614,杨秋玲,IV-28,IV-028_01_110102,未知,matched,subitem_13202,child_num 精确匹配
inheritor_1615,谭元寿,IV-28,IV-028_01_110000,北京市,matched,subitem_13201,child_num 精确匹配
inheritor_1616,梅葆玖,IV-28,IV-028_01_110000,北京市,matched,subitem_13201,child_num 精确匹配
inheritor_1617,孙毓敏,IV-28,IV-028_01_110000,北京市,matched,subitem_13201,child_num 精确匹配
inheritor_1618,赵燕侠,IV-28,IV-028_01_110000,北京市,matched,subitem_13201,child_num 精确匹配
inheritor_1619,李维康,IV-28,IV-028_01_110000,北京市,matched,subitem_13201,child_num 精确匹配
inheritor_1620,叶少兰,IV-28,IV-028_01_110102,北京市,matched,subitem_13202,child_num 精确匹配
inheritor_1621,王金璐,IV-28,IV-028_01_110000,北京市,matched,subitem_13201,child_num 精确匹配
inheritor_1622,李长春,IV-28,IV-028_01_110000,北京市,matched,subitem_13201,child_num 精确匹配
inheritor_1623,张幼麟,IV-28,IV-028_01_120000,天津市,matched,subitem_13203,child_num 精确匹配
inheritor_1624,李荣威,IV-28,IV-028_01_120000,天津市,matched,subitem_13203,child_num 精确匹配
inheritor_1625,周仲博,IV-28,IV-028_01_210000,辽宁省,matched,subitem_13204,child_num 精确匹配
inheritor_1626,汪庆元,IV-28,IV-028_01_210000,辽宁省,matched,subitem_13204,child_num 精确匹配
inheritor_1627,尚长荣,IV-28,IV-028_01_310000,上海市,matched,subitem_13205,child_num 精确匹配
inheritor_1628,陈少云,IV-28,IV-028_01_310000,上海市,matched,subitem_13205,child_num 精确匹配
inheritor_1629,王梦云,IV-28,IV-028_01_310000,上海市,matched,subitem_13205,child_num 精确匹配
inheritor_1630,孙正阳,IV-28,IV-028_01_310000,上海市,matched,subitem_13205,child_num 精确匹配
inheritor_1631,关栋天,IV-28,IV-028_01_310000,上海市,matched,subitem_13205,child_num 精确匹配
inheritor_1632,章其祥,IV-29,IV-029_01_340000,安徽省,matched,subitem_13210,child_num 精确匹配
inheritor_1633,李龙斌,IV-29,IV-029_01_340000,安徽省,matched,subitem_13210,child_num 精确匹配
inheritor_1634,江裕民,IV-29,IV-029_01_361130,江西省,matched,subitem_13212,child_num 精确匹配
inheritor_1635,江湘璈,IV-29,IV-029_01_361130,江西省,matched,subitem_13212,child_num 精确匹配
inheritor_1636,陈伯华,IV-30,IV-030_01_420100,湖北省,matched,subitem_13213,child_num 精确匹配
inheritor_1637,王发芸,IV-31,IV-031_01_610900,陕西省,matched,subitem_13214,child_num 精确匹配
inheritor_1638,龚尚武,IV-31,IV-031_01_610900,陕西省,matched,subitem_13214,child_num 精确匹配
inheritor_1639,黎秀珍,IV-32,IV-032_01_350429,福建省,matched,subitem_13216,child_num 精确匹配
inheritor_1640,张又君,IV-35,IV-035_01_430723,湖南省,matched,subitem_13219,child_num 精确匹配
inheritor_1641,萧耀庭,IV-35,IV-035_01_430723,湖南省,matched,subitem_13219,child_num 精确匹配
inheritor_1642,陈剑声,IV-36,IV-036_01_810000,香港特别行政区,matched,subitem_13224,child_num 精确匹配
inheritor_1643,红线女,IV-36,IV-036_01_440100,广东省,matched,subitem_13221,child_num 精确匹配
inheritor_1644,秦彩霞,IV-37,IV-037_01_450000,广西壮族自治区,matched,subitem_13228,child_num 精确匹配
inheritor_1645,周小兰魁,IV-37,IV-037_01_450000,广西壮族自治区,matched,subitem_13228,child_num 精确匹配
inheritor_1646,许定龙,IV-39,IV-039_01_331000,浙江省,matched,subitem_13231,child_num 精确匹配
inheritor_1647,傅林华,IV-39,IV-039_01_331000,浙江省,matched,subitem_13231,child_num 精确匹配
inheritor_1648,边树森,IV-40,IV-040_01_130100,河北省,matched,subitem_13235,child_num 精确匹配
inheritor_1649,张鹤林,IV-40,IV-040_01_130100,河北省,matched,subitem_13235,child_num 精确匹配
inheritor_1650,薛瑞红,IV-41,IV-041_01_140200,山西省,matched,subitem_13236,child_num 精确匹配
inheritor_1651,王斌祥,IV-41,IV-041_01_140200,山西省,matched,subitem_13236,child_num 精确匹配
inheritor_1652,李艳珍,IV-43,IV-043_01_370000,山东省,matched,subitem_13238,child_num 精确匹配
inheritor_1653,黄遵宪,IV-43,IV-043_01_370000,山东省,matched,subitem_13238,child_num 精确匹配
inheritor_1654,韩庆山,IV-44,IV-044_01_410526,河南省,matched,subitem_13240,child_num 精确匹配
inheritor_1655,戴建平,IV-44,IV-044_01_410928,河南省,matched,subitem_13241,child_num 精确匹配
inheritor_1656,林培新,IV-45,IV-045_01_350100,福建省,matched,subitem_13243,child_num 精确匹配
inheritor_1657,林瑛,IV-45,IV-045_01_350100,福建省,matched,subitem_13243,child_num 精确匹配
inheritor_1658,缪清奇,IV-46,IV-046_01_350924,福建省,matched,subitem_13244,child_num 精确匹配
inheritor_1659,刘经仓,IV-46,IV-046_01_350924,福建省,matched,subitem_13244,child_num 精确匹配
inheritor_1660,吕维平,IV-47,IV-047_01_441521,广东省,matched,subitem_13245,child_num 精确匹配
inheritor_1661,赖宗卯,IV-48,IV-048_01_350500,福建省,matched,subitem_13247,child_num 精确匹配
inheritor_1662,曾文杰,IV-48,IV-048_01_350500,福建省,matched,subitem_13247,child_num 精确匹配
inheritor_1663,颜佩琼,IV-48,IV-048_01_350500,福建省,matched,subitem_13247,child_num 精确匹配
inheritor_1664,纪亚福,IV-48,IV-048_01_350200,福建省,matched,subitem_13246,child_num 精确匹配
inheritor_1665,陈炳聪,IV-48,IV-048_01_350200,福建省,matched,subitem_13246,child_num 精确匹配
inheritor_1666,张建琴,IV-49,IV-049_01_141181,山西省,matched,subitem_13249,child_num 精确匹配
inheritor_1667,田学思,IV-49,IV-049_01_141181,山西省,matched,subitem_13249,child_num 精确匹配
inheritor_1668,邹爱琴,IV-50,IV-050_01_411400,河南省,matched,subitem_13252,child_num 精确匹配
inheritor_1669,拜金荣,IV-50,IV-050_01_411400,河南省,matched,subitem_13252,child_num 精确匹配
inheritor_1670,崔太先,IV-50,IV-050_01_410900,河南省,matched,subitem_13251,child_num 精确匹配
inheritor_1671,张绪斌,IV-50,IV-050_01_410900,河南省,matched,subitem_13251,child_num 精确匹配
inheritor_1672,刘秀荣,IV-51,IV-051_01_130224,河北省,matched,subitem_13257,child_num 精确匹配
inheritor_1673,洪影,IV-51,IV-051_01_130224,河北省,matched,subitem_13257,child_num 精确匹配
inheritor_1674,冯玉萍,IV-51,IV-051_01_210100,辽宁省,matched,subitem_13258,child_num 精确匹配
inheritor_1675,筱俊亭,IV-51,IV-051_01_210100,辽宁省,matched,subitem_13258,child_num 精确匹配
inheritor_1676,杜银方,IV-52,IV-052_01_130481,河北省,matched,subitem_13265,child_num 精确匹配
inheritor_1677,陈淮山,IV-52,IV-052_01_130481,河北省,matched,subitem_13265,child_num 精确匹配
inheritor_1678,茅威涛,IV-53,IV-053_01_330683,浙江省,matched,subitem_13267,child_num 精确匹配
inheritor_1679,董柯娣,IV-53,IV-053_01_330683,浙江省,matched,subitem_13267,child_num 精确匹配
inheritor_1680,袁雪芬,IV-53,IV-053_01_310000,上海市,matched,subitem_13266,child_num 精确匹配
inheritor_1681,徐玉兰,IV-53,IV-053_01_310000,上海市,matched,subitem_13266,child_num 精确匹配
inheritor_1682,傅全香,IV-53,IV-053_01_310000,上海市,matched,subitem_13266,child_num 精确匹配
inheritor_1683,王文娟,IV-53,IV-053_01_310000,上海市,matched,subitem_13266,child_num 精确匹配
inheritor_1684,范瑞娟,IV-53,IV-053_01_310000,上海市,matched,subitem_13266,child_num 精确匹配
inheritor_1685,张桂凤,IV-53,IV-053_01_310000,上海市,matched,subitem_13266,child_num 精确匹配
inheritor_1686,杨飞飞,IV-54,IV-054_01_310000,上海市,matched,subitem_13269,child_num 精确匹配
inheritor_1687,马莉莉,IV-54,IV-054_01_310000,上海市,matched,subitem_13269,child_num 精确匹配
inheritor_1688,王盘声,IV-54,IV-054_01_310000,上海市,matched,subitem_13269,child_num 精确匹配
inheritor_1689,陈瑜,IV-54,IV-054_01_310000,上海市,matched,subitem_13269,child_num 精确匹配
inheritor_1690,蒋玉芳,IV-55,IV-055_01_320500,江苏省,matched,subitem_13270,child_num 精确匹配
inheritor_1691,尹斯明,IV-55,IV-055_01_320500,江苏省,matched,subitem_13270,child_num 精确匹配
inheritor_1692,李开敏,IV-56,IV-056_01_321000,江苏省,matched,subitem_13271,child_num 精确匹配
inheritor_1693,汪琴,IV-56,IV-056_01_321000,江苏省,matched,subitem_13271,child_num 精确匹配
inheritor_1694,黄冰,IV-57,IV-057_01_340100,安徽省,matched,subitem_13274,child_num 精确匹配
inheritor_1695,武克英,IV-57,IV-057_01_341500,安徽省,matched,subitem_13275,child_num 精确匹配
inheritor_1696,熊剑啸,IV-58,IV-058_01_420000,湖北省,matched,subitem_13277,child_num 精确匹配
inheritor_1697,胡新中,IV-59,IV-059_01_429005,湖北省,matched,subitem_13279,child_num 精确匹配
inheritor_1698,韩再芬,IV-60,IV-060_01_340800,安徽省,matched,subitem_13280,child_num 精确匹配
inheritor_1699,赵媛媛,IV-60,IV-060_01_340800,安徽省,matched,subitem_13280,child_num 精确匹配
inheritor_1700,黄新德,IV-60,IV-060_03_340100,安徽省,matched,subitem_13282,child_num 精确匹配
inheritor_1701,周洪年,IV-60,IV-060_01_421127,湖北省,matched,subitem_13281,child_num 精确匹配
inheritor_1702,陈若梅,IV-62,IV-062_01_341300,安徽省,matched,subitem_13285,child_num 精确匹配
inheritor_1703,李宝琴,IV-62,IV-062_01_340300,安徽省,matched,subitem_13284,child_num 精确匹配
inheritor_1704,鹿士彬,IV-62,IV-062_01_340300,安徽省,matched,subitem_13284,child_num 精确匹配
inheritor_1705,郑秀琴,IV-64,IV-064_01_350600,福建省,matched,subitem_13291,child_num 精确匹配
inheritor_1706,吴兹明,IV-64,IV-064_01_350600,福建省,matched,subitem_13291,child_num 精确匹配
inheritor_1707,纪招治,IV-64,IV-064_01_350200,福建省,matched,subitem_13290,child_num 精确匹配
inheritor_1708,陈志明,IV-64,IV-064_01_350200,福建省,matched,subitem_13290,child_num 精确匹配
inheritor_1709,陈声强,IV-65,IV-065_01_450923,广西壮族自治区,matched,subitem_13293,child_num 精确匹配
inheritor_1710,霍俊萍,IV-66,IV-066_01_370300,山东省,matched,subitem_13298,child_num 精确匹配
inheritor_1711,曾金凤,IV-67,IV-067_01_370281,山东省,matched,subitem_13299,child_num 精确匹配
inheritor_1712,马琪,IV-68,IV-068_01_410000,河南省,matched,subitem_13301,child_num 精确匹配
inheritor_1713,王秀玲,IV-68,IV-068_01_410000,河南省,matched,subitem_13301,child_num 精确匹配
inheritor_1714,康和,IV-69,IV-069_01_620824,甘肃省,matched,subitem_13302,child_num 精确匹配
inheritor_1715,刘巧菊,IV-70,IV-070_01_130525,河北省,matched,subitem_13306,child_num 精确匹配
inheritor_1716,吴年成,IV-70,IV-070_01_130525,河北省,matched,subitem_13306,child_num 精确匹配
inheritor_1717,张占元,IV-70,IV-070_01_130682,河北省,matched,subitem_13307,child_num 精确匹配
inheritor_1718,张元业,IV-70,IV-070_01_140600,山西省,matched,subitem_13308,child_num 精确匹配
inheritor_1719,张瑞锋,IV-71,IV-071_01_141124,山西省,matched,subitem_13318,child_num 精确匹配
inheritor_1720,任林林,IV-71,IV-071_01_141124,山西省,matched,subitem_13318,child_num 精确匹配
inheritor_1721,朱锡梅,IV-71,IV-071_01_411627,河南省,matched,subitem_13320,child_num 精确匹配
inheritor_1722,裘印昌,IV-72,IV-072_01_130622,河北省,matched,subitem_13326,child_num 精确匹配
inheritor_1723,王兰荣,IV-72,IV-072_01_130622,河北省,matched,subitem_13326,child_num 精确匹配
inheritor_1724,刘宗发,IV-72,IV-072_01_130922,河北省,matched,subitem_13327,child_num 精确匹配
inheritor_1725,冯来锁,IV-73,IV-073_01_150100,内蒙古自治区,matched,subitem_13330,child_num 精确匹配
inheritor_1726,史万富,IV-73,IV-073_01_130723,河北省,matched,subitem_13328,child_num 精确匹配
inheritor_1727,冯俊才,IV-73,IV-073_01_130723,河北省,matched,subitem_13328,child_num 精确匹配
inheritor_1728,吴佩锦,IV-74,IV-074_01_441521,广东省,matched,subitem_13333,child_num 精确匹配
inheritor_1729,钟静洁,IV-74,IV-074_01_441521,广东省,matched,subitem_13333,child_num 精确匹配
inheritor_1730,傅锦华,IV-76,IV-076_01_450000,广西壮族自治区,matched,subitem_13335,child_num 精确匹配
inheritor_1731,陈德惠,IV-77,IV-077_01_500228,重庆市,matched,subitem_13336,child_num 精确匹配
inheritor_1732,阙太纯,IV-77,IV-077_01_500228,重庆市,matched,subitem_13336,child_num 精确匹配
inheritor_1733,彭涓,IV-77,IV-077_01_511300,四川省,matched,subitem_13337,child_num 精确匹配
inheritor_1734,汪洋,IV-77,IV-077_01_511300,四川省,matched,subitem_13337,child_num 精确匹配
inheritor_1735,秦治凤,IV-78,IV-078_01_520624,贵州省,matched,subitem_13339,child_num 精确匹配
inheritor_1736,刘芳,IV-78,IV-078_01_520624,贵州省,matched,subitem_13339,child_num 精确匹配
inheritor_1737,李鸿源,IV-78,IV-078_01_520624,云南省,matched,subitem_13339,child_num 精确匹配
inheritor_1738,陈克勤,IV-78,IV-078_01_520624,云南省,matched,subitem_13339,child_num 精确匹配
inheritor_1739,旦达,IV-80,IV-080_01_540000a,西藏自治区,matched,subitem_13348,child_num 精确匹配
inheritor_1740,次旦多吉,IV-80,IV-080_01_540000a,西藏自治区,matched,subitem_13348,child_num 精确匹配
inheritor_1741,朗杰次仁,IV-80,IV-080_01_540000b,西藏自治区,matched,subitem_13349,child_num 精确匹配
inheritor_1742,次多,IV-80,IV-080_01_540000c,西藏自治区,matched,subitem_13350,child_num 精确匹配
inheritor_1743,次仁,IV-80,IV-080_01_540000d,西藏自治区,matched,subitem_13351,child_num 精确匹配
inheritor_1744,次仁旺堆,IV-80,IV-080_01_540000e,西藏自治区,matched,subitem_13352,child_num 精确匹配
inheritor_1745,尼玛次仁,IV-80,IV-080_01_540000e,西藏自治区,matched,subitem_13352,child_num 精确匹配
inheritor_1746,嘎玛次仁,IV-80,IV-080_01_540000f,西藏自治区,matched,subitem_13353,child_num 精确匹配
inheritor_1747,白梅,IV-80,IV-080_01_540000f,西藏自治区,matched,subitem_13353,child_num 精确匹配
inheritor_1748,仁青加,IV-80,IV-080_01_632300,青海省,matched,subitem_13354,child_num 精确匹配
inheritor_1749,多杰太,IV-80,IV-080_01_632300,青海省,matched,subitem_13354,child_num 精确匹配
inheritor_1750,格桑旦增,IV-81,IV-081_01_540000,西藏自治区,matched,subitem_13361,child_num 精确匹配
inheritor_1751,巴桑,IV-81,IV-081_01_540000,西藏自治区,matched,subitem_13361,child_num 精确匹配
inheritor_1752,张琴音,IV-82,IV-082_01_450000,广西壮族自治区,matched,subitem_13362,child_num 精确匹配
inheritor_1753,闭克坚,IV-82,IV-082_01_450000,广西壮族自治区,matched,subitem_13362,child_num 精确匹配
inheritor_1754,张启高,IV-83,IV-083_01_522631,贵州省,matched,subitem_13364,child_num 精确匹配
inheritor_1755,吴胜章,IV-83,IV-083_01_522631,贵州省,matched,subitem_13364,child_num 精确匹配
inheritor_1756,罗国宗,IV-84,IV-084_01_522327,贵州省,matched,subitem_13367,child_num 精确匹配
inheritor_1757,黄朝宾,IV-84,IV-084_01_522327,贵州省,matched,subitem_13367,child_num 精确匹配
inheritor_1759,文道华,IV-85,IV-085_01_520526,贵州省,matched,subitem_13368,child_num 精确匹配
inheritor_1760,刀保顺,IV-86,IV-086_01_533100,云南省,matched,subitem_13369,child_num 精确匹配
inheritor_1761,王长松,IV-87,IV-087_01_341024,安徽省,matched,subitem_13370,child_num 精确匹配
inheritor_1762,叶养滋,IV-87,IV-087_01_341024,安徽省,matched,subitem_13370,child_num 精确匹配
inheritor_1763,周建斌,IV-87,IV-087_01_431224,湖南省,matched,subitem_13372,child_num 精确匹配
inheritor_1764,谢杳文,IV-87,IV-087_01_431224,湖南省,matched,subitem_13372,child_num 精确匹配
inheritor_1765,张占良,IV-87,IV-087_01_410923,河南省,matched,subitem_13371,child_num 精确匹配
inheritor_1766,贺书各,IV-87,IV-087_01_410923,河南省,matched,subitem_13371,child_num 精确匹配
inheritor_1767,李增旺,IV-89,IV-089_01_130481,河北省,matched,subitem_13376,child_num 精确匹配
inheritor_1768,刘臣瑜,IV-89,IV-089_01_341700,安徽省,matched,subitem_13377,child_num 精确匹配
inheritor_1769,姚家伟,IV-89,IV-089_01_341700,安徽省,matched,subitem_13377,child_num 精确匹配
inheritor_1770,龙子明,IV-89,IV-089_01_431227,湖南省,matched,subitem_13379,child_num 精确匹配
inheritor_1771,龙开春,IV-89,IV-089_01_431227,湖南省,matched,subitem_13379,child_num 精确匹配
inheritor_1772,李福国,IV-89,IV-089_01_431222,湖南省,matched,subitem_13378,child_num 精确匹配
inheritor_1773,张月福,IV-89,IV-089_01_520626,贵州省,matched,subitem_13380,child_num 精确匹配
inheritor_1774,安永柏,IV-89,IV-089_01_520626,贵州省,matched,subitem_13380,child_num 精确匹配
inheritor_1775,顾之炎,IV-90,IV-090_01_520400,贵州省,matched,subitem_13391,child_num 精确匹配
inheritor_1776,詹学彦,IV-90,IV-090_01_520400,贵州省,matched,subitem_13391,child_num 精确匹配
inheritor_1777,丁振耀,IV-91,IV-091_01_130200,河北省,matched,subitem_13392,child_num 精确匹配
inheritor_1778,齐永衡,IV-91,IV-091_01_130200,河北省,matched,subitem_13392,child_num 精确匹配
inheritor_1779,傅希贤,IV-91,IV-091_01_130400,河北省,matched,subitem_13393,child_num 精确匹配
inheritor_1780,申国瑞,IV-91,IV-091_01_130400,河北省,matched,subitem_13393,child_num 精确匹配
inheritor_1781,梁全民,IV-91,IV-091_01_141181,山西省,matched,subitem_13394,child_num 精确匹配
inheritor_1782,李世伟,IV-91,IV-091_01_141181,山西省,matched,subitem_13394,child_num 精确匹配
inheritor_1783,宋国超,IV-91,IV-091_01_210281,辽宁省,matched,subitem_13395,child_num 精确匹配
inheritor_1784,孙德深,IV-91,IV-091_01_210281,辽宁省,matched,subitem_13395,child_num 精确匹配
inheritor_1785,徐二男,IV-91,IV-091_01_330481,浙江省,matched,subitem_13397,child_num 精确匹配
inheritor_1786,汤先成,IV-91,IV-091_01_429005,湖北省,matched,subitem_13398,child_num 精确匹配
inheritor_1787,刘年华,IV-91,IV-091_01_429005,湖北省,matched,subitem_13398,child_num 精确匹配
inheritor_1788,蔡锦镇,IV-91,IV-091_01_441500,广东省,matched,subitem_13399,child_num 精确匹配
inheritor_1789,彭忠,IV-91,IV-091_01_441500,广东省,matched,subitem_13399,child_num 精确匹配
inheritor_1790,刘华,IV-91,IV-091_01_610500,陕西省,matched,subitem_13401,child_num 精确匹配
inheritor_1791,魏金全,IV-91,IV-091_01_610500,陕西省,matched,subitem_13401,child_num 精确匹配
inheritor_1792,潘京乐,IV-91,IV-091_01_610500,陕西省,matched,subitem_13401,child_num 精确匹配
inheritor_1793,王振中,IV-91,IV-091_01_610582,陕西省,matched,subitem_13403,child_num 精确匹配
inheritor_1794,张喜民,IV-91,IV-091_01_610582,陕西省,matched,subitem_13403,child_num 精确匹配
inheritor_1795,李育亭,IV-91,IV-091_01_610424,陕西省,matched,subitem_13400,child_num 精确匹配
inheritor_1796,丁碧霞,IV-91,IV-091_01_610424,陕西省,matched,subitem_13400,child_num 精确匹配
inheritor_1797,史呈林,IV-91,IV-091_01_621022,甘肃省,matched,subitem_13404,child_num 精确匹配
inheritor_1798,高清旺,IV-91,IV-091_01_621022,甘肃省,matched,subitem_13404,child_num 精确匹配
inheritor_1799,徐积山,IV-91,IV-091_01_211382,辽宁省,matched,subitem_13396,child_num 精确匹配
inheritor_1800,刘景春,IV-91,IV-091_01_211382,辽宁省,matched,subitem_13396,child_num 精确匹配
inheritor_1801,陈应鸿,IV-92,IV-092_01_350500,福建省,matched,subitem_13429,child_num 精确匹配
inheritor_1802,陈志杰,IV-92,IV-092_01_350500,福建省,matched,subitem_13429,child_num 精确匹配
inheritor_1803,李伯芬,IV-92,IV-092_01_350582,福建省,matched,subitem_13430,child_num 精确匹配
inheritor_1804,庄陈华,IV-92,IV-092_01_350600,福建省,matched,subitem_13431,child_num 精确匹配
inheritor_1805,陈锦堂,IV-92,IV-092_01_350600,福建省,matched,subitem_13431,child_num 精确匹配
inheritor_1806,王娜,IV-92,IV-092_01_210700,辽宁省,matched,subitem_13427,child_num 精确匹配
inheritor_1807,刘永安,IV-92,IV-092_01_430500,湖南省,matched,subitem_13432,child_num 精确匹配
inheritor_1808,刘永章,IV-92,IV-092_01_430500,湖南省,matched,subitem_13432,child_num 精确匹配
inheritor_1809,何文富,IV-92,IV-092_01_440981,广东省,matched,subitem_13433,child_num 精确匹配
inheritor_1810,曹章玲,IV-92,IV-092_01_440981,广东省,matched,subitem_13433,child_num 精确匹配
inheritor_1811,丁清波,IV-92,IV-092_01_445100,广东省,matched,subitem_13434,child_num 精确匹配
inheritor_1812,陈培森,IV-92,IV-092_01_445100,广东省,matched,subitem_13434,child_num 精确匹配
inheritor_1813,陈少金,IV-92,IV-092_01_469024,海南省,matched,subitem_13435,child_num 精确匹配
inheritor_1814,王春荣,IV-92,IV-092_01_469024,海南省,matched,subitem_13435,child_num 精确匹配
inheritor_1815,李泗元,IV-92,IV-092_01_510000,四川省,matched,subitem_13436,child_num 精确匹配
inheritor_1816,饶世光,IV-92,IV-092_01_520623,贵州省,matched,subitem_13437,child_num 精确匹配
inheritor_1817,付正华,IV-92,IV-092_01_520623,贵州省,matched,subitem_13437,child_num 精确匹配
inheritor_1818,王红民,IV-92,IV-092_01_610000,陕西省,matched,subitem_13438,child_num 精确匹配
inheritor_1819,肖朋芳,IV-92,IV-092_01_610000,陕西省,matched,subitem_13438,child_num 精确匹配
inheritor_1820,周尔禄,IV-92,IV-092_01_330329,浙江省,matched,subitem_13428,child_num 精确匹配
inheritor_2301,邢晏芝,V-1,V-001_01_320500a,江苏省,matched,subitem_13581,child_num 精确匹配
inheritor_2302,金丽生,V-1,V-001_01_320500a,江苏省,matched,subitem_13581,child_num 精确匹配
inheritor_2303,王丽堂,V-2,V-002_03_320100,江苏省,matched,subitem_13586,child_num 精确匹配
inheritor_2304,李信堂,V-2,V-002_03_320100,江苏省,matched,subitem_13586,child_num 精确匹配
inheritor_2305,陈如燕,V-3,V-003_01_350100,福建省,matched,subitem_13587,child_num 精确匹配
inheritor_2306,毛钦铭,V-3,V-003_01_350100,福建省,matched,subitem_13587,child_num 精确匹配
inheritor_2307,左玉华,V-4,V-004_01_370000,山东省,matched,subitem_13588,child_num 精确匹配
inheritor_2308,伍振英,V-5,V-005_01_130984,河北省,matched,subitem_13591,child_num 精确匹配
inheritor_2309,张领娣,V-5,V-005_01_130984,河北省,matched,subitem_13591,child_num 精确匹配
inheritor_2310,夏晓华,V-6,V-006_01_230000,黑龙江省,matched,subitem_13595,child_num 精确匹配
inheritor_2311,唐贵峰,V-7,V-007_01_130921,河北省,matched,subitem_13601,child_num 精确匹配
inheritor_2312,刘银河,V-7,V-007_01_130921,河北省,matched,subitem_13601,child_num 精确匹配
inheritor_2313,何建春,V-8,V-008_01_130225,河北省,matched,subitem_13602,child_num 精确匹配
